gene:Zm00001eb000250 gene:Zm00001eb000290
gene:Zm00001eb171540 gene:Zm00001eb171550
gene:Zm00001eb171540 gene:Zm00001eb171560
gene:Zm00001eb171550 gene:Zm00001eb171560
gene:Zm00001eb171550 gene:Zm00001eb171570
gene:Zm00001eb171560 gene:Zm00001eb171570
gene:Zm00001eb171560 gene:Zm00001eb171580
gene:Zm00001eb171570 gene:Zm00001eb171580
gene:Zm00001eb171570 gene:Zm00001eb171590
gene:Zm00001eb171580 gene:Zm00001eb171590
gene:Zm00001eb171580 gene:Zm00001eb171600
gene:Zm00001eb171590 gene:Zm00001eb171600
gene:Zm00001eb171590 gene:Zm00001eb171610
gene:Zm00001eb171600 gene:Zm00001eb171610
gene:Zm00001eb171600 gene:Zm00001eb171620
gene:Zm00001eb171610 gene:Zm00001eb171620
gene:Zm00001eb171610 gene:Zm00001eb171630
gene:Zm00001eb171620 gene:Zm00001eb171630
gene:Zm00001eb171620 gene:Zm00001eb171640
gene:Zm00001eb171630 gene:Zm00001eb171640
gene:Zm00001eb171630 gene:Zm00001eb171650
gene:Zm00001eb171640 gene:Zm00001eb171650
gene:Zm00001eb171640 gene:Zm00001eb171660
gene:Zm00001eb171650 gene:Zm00001eb171660
gene:Zm00001eb171930 gene:Zm00001eb171940
gene:Zm00001eb171930 gene:Zm00001eb171970
gene:Zm00001eb171940 gene:Zm00001eb171970
gene:Zm00001eb172310 gene:Zm00001eb172340
gene:Zm00001eb172380 gene:Zm00001eb172390
gene:Zm00001eb172460 gene:Zm00001eb172470
gene:Zm00001eb172480 gene:Zm00001eb172490
gene:Zm00001eb173580 gene:Zm00001eb173590
gene:Zm00001eb173580 gene:Zm00001eb173600
gene:Zm00001eb173590 gene:Zm00001eb173600
gene:Zm00001eb173590 gene:Zm00001eb173610
gene:Zm00001eb173600 gene:Zm00001eb173610
gene:Zm00001eb173710 gene:Zm00001eb173730
gene:Zm00001eb174220 gene:Zm00001eb174240
gene:Zm00001eb174220 gene:Zm00001eb174260
gene:Zm00001eb174240 gene:Zm00001eb174260
gene:Zm00001eb174240 gene:Zm00001eb174280
gene:Zm00001eb174260 gene:Zm00001eb174280
gene:Zm00001eb174790 gene:Zm00001eb174830
gene:Zm00001eb174830 gene:Zm00001eb174850
gene:Zm00001eb175150 gene:Zm00001eb175190
gene:Zm00001eb175290 gene:Zm00001eb175310
gene:Zm00001eb175310 gene:Zm00001eb175320
gene:Zm00001eb175310 gene:Zm00001eb175330
gene:Zm00001eb175320 gene:Zm00001eb175330
gene:Zm00001eb175320 gene:Zm00001eb175340
gene:Zm00001eb175330 gene:Zm00001eb175340
gene:Zm00001eb175340 gene:Zm00001eb175360
gene:Zm00001eb175340 gene:Zm00001eb175370
gene:Zm00001eb175360 gene:Zm00001eb175370
gene:Zm00001eb175650 gene:Zm00001eb175660
gene:Zm00001eb176480 gene:Zm00001eb176490
gene:Zm00001eb177060 gene:Zm00001eb177070
gene:Zm00001eb177170 gene:Zm00001eb177180
gene:Zm00001eb177570 gene:Zm00001eb177580
gene:Zm00001eb177890 gene:Zm00001eb177900
gene:Zm00001eb178080 gene:Zm00001eb178090
gene:Zm00001eb178180 gene:Zm00001eb178190
gene:Zm00001eb178670 gene:Zm00001eb178680
gene:Zm00001eb179370 gene:Zm00001eb179380
gene:Zm00001eb179420 gene:Zm00001eb179430
gene:Zm00001eb180150 gene:Zm00001eb180160
gene:Zm00001eb180960 gene:Zm00001eb180980
gene:Zm00001eb181290 gene:Zm00001eb181320
gene:Zm00001eb181300 gene:Zm00001eb181330
gene:Zm00001eb181310 gene:Zm00001eb181340
gene:Zm00001eb181330 gene:Zm00001eb181350
gene:Zm00001eb181340 gene:Zm00001eb181360
gene:Zm00001eb181380 gene:Zm00001eb181390
gene:Zm00001eb181670 gene:Zm00001eb181680
gene:Zm00001eb182400 gene:Zm00001eb182430
gene:Zm00001eb183410 gene:Zm00001eb183420
gene:Zm00001eb184200 gene:Zm00001eb184220
gene:Zm00001eb184640 gene:Zm00001eb184650
gene:Zm00001eb184650 gene:Zm00001eb184660
gene:Zm00001eb184650 gene:Zm00001eb184670
gene:Zm00001eb184660 gene:Zm00001eb184670
gene:Zm00001eb184660 gene:Zm00001eb184720
gene:Zm00001eb184670 gene:Zm00001eb184720
gene:Zm00001eb184710 gene:Zm00001eb184730
gene:Zm00001eb184720 gene:Zm00001eb184760
gene:Zm00001eb184730 gene:Zm00001eb184750
gene:Zm00001eb184750 gene:Zm00001eb184760
gene:Zm00001eb185240 gene:Zm00001eb185250
gene:Zm00001eb185240 gene:Zm00001eb185260
gene:Zm00001eb185250 gene:Zm00001eb185260
gene:Zm00001eb185410 gene:Zm00001eb185430
gene:Zm00001eb185430 gene:Zm00001eb185440
gene:Zm00001eb185480 gene:Zm00001eb185530
gene:Zm00001eb185510 gene:Zm00001eb185540
gene:Zm00001eb185580 gene:Zm00001eb185590
gene:Zm00001eb185830 gene:Zm00001eb185840
gene:Zm00001eb185830 gene:Zm00001eb185880
gene:Zm00001eb185840 gene:Zm00001eb185880
gene:Zm00001eb186480 gene:Zm00001eb186490
gene:Zm00001eb186860 gene:Zm00001eb186880
gene:Zm00001eb186990 gene:Zm00001eb187000
gene:Zm00001eb187290 gene:Zm00001eb187340
gene:Zm00001eb187540 gene:Zm00001eb187560
gene:Zm00001eb187560 gene:Zm00001eb187570
gene:Zm00001eb188420 gene:Zm00001eb188430
gene:Zm00001eb188470 gene:Zm00001eb188480
gene:Zm00001eb188470 gene:Zm00001eb188490
gene:Zm00001eb188480 gene:Zm00001eb188490
gene:Zm00001eb188700 gene:Zm00001eb188750
gene:Zm00001eb189440 gene:Zm00001eb189450
gene:Zm00001eb189440 gene:Zm00001eb189470
gene:Zm00001eb189450 gene:Zm00001eb189470
gene:Zm00001eb189570 gene:Zm00001eb189590
gene:Zm00001eb189580 gene:Zm00001eb189590
gene:Zm00001eb189580 gene:Zm00001eb189600
gene:Zm00001eb189590 gene:Zm00001eb189600
gene:Zm00001eb189590 gene:Zm00001eb189610
gene:Zm00001eb189600 gene:Zm00001eb189610
gene:Zm00001eb189600 gene:Zm00001eb189620
gene:Zm00001eb189610 gene:Zm00001eb189620
gene:Zm00001eb189610 gene:Zm00001eb189630
gene:Zm00001eb189620 gene:Zm00001eb189630
gene:Zm00001eb189620 gene:Zm00001eb189640
gene:Zm00001eb189630 gene:Zm00001eb189640
gene:Zm00001eb189630 gene:Zm00001eb189650
gene:Zm00001eb189640 gene:Zm00001eb189650
gene:Zm00001eb189640 gene:Zm00001eb189660
gene:Zm00001eb189650 gene:Zm00001eb189660
gene:Zm00001eb189650 gene:Zm00001eb189670
gene:Zm00001eb189660 gene:Zm00001eb189670
gene:Zm00001eb189660 gene:Zm00001eb189680
gene:Zm00001eb189670 gene:Zm00001eb189680
gene:Zm00001eb189670 gene:Zm00001eb189690
gene:Zm00001eb189680 gene:Zm00001eb189690
gene:Zm00001eb189680 gene:Zm00001eb189700
gene:Zm00001eb189690 gene:Zm00001eb189730
gene:Zm00001eb189700 gene:Zm00001eb189710
gene:Zm00001eb189700 gene:Zm00001eb189730
gene:Zm00001eb189720 gene:Zm00001eb189730
gene:Zm00001eb189720 gene:Zm00001eb189740
gene:Zm00001eb189730 gene:Zm00001eb189740
gene:Zm00001eb189730 gene:Zm00001eb189750
gene:Zm00001eb189740 gene:Zm00001eb189750
gene:Zm00001eb189740 gene:Zm00001eb189760
gene:Zm00001eb189750 gene:Zm00001eb189760
gene:Zm00001eb189750 gene:Zm00001eb189780
gene:Zm00001eb189760 gene:Zm00001eb189780
gene:Zm00001eb189760 gene:Zm00001eb189790
gene:Zm00001eb189780 gene:Zm00001eb189790
gene:Zm00001eb189780 gene:Zm00001eb189800
gene:Zm00001eb189790 gene:Zm00001eb189800
gene:Zm00001eb189790 gene:Zm00001eb189810
gene:Zm00001eb189800 gene:Zm00001eb189810
gene:Zm00001eb189810 gene:Zm00001eb189820
gene:Zm00001eb191790 gene:Zm00001eb191820
gene:Zm00001eb193680 gene:Zm00001eb193690
gene:Zm00001eb194050 gene:Zm00001eb194090
gene:Zm00001eb194060 gene:Zm00001eb194070
gene:Zm00001eb194060 gene:Zm00001eb194080
gene:Zm00001eb194070 gene:Zm00001eb194080
gene:Zm00001eb194600 gene:Zm00001eb194610
gene:Zm00001eb195200 gene:Zm00001eb195210
gene:Zm00001eb195280 gene:Zm00001eb195290
gene:Zm00001eb195400 gene:Zm00001eb195440
gene:Zm00001eb195550 gene:Zm00001eb195560
gene:Zm00001eb195550 gene:Zm00001eb195570
gene:Zm00001eb195560 gene:Zm00001eb195570
gene:Zm00001eb196000 gene:Zm00001eb196010
gene:Zm00001eb196110 gene:Zm00001eb196120
gene:Zm00001eb196170 gene:Zm00001eb196180
gene:Zm00001eb196420 gene:Zm00001eb196430
gene:Zm00001eb196550 gene:Zm00001eb196560
gene:Zm00001eb196720 gene:Zm00001eb196750
gene:Zm00001eb196790 gene:Zm00001eb196800
gene:Zm00001eb196790 gene:Zm00001eb196830
gene:Zm00001eb196800 gene:Zm00001eb196830
gene:Zm00001eb196810 gene:Zm00001eb196820
gene:Zm00001eb197210 gene:Zm00001eb197230
gene:Zm00001eb197220 gene:Zm00001eb197260
gene:Zm00001eb197230 gene:Zm00001eb197240
gene:Zm00001eb197230 gene:Zm00001eb197250
gene:Zm00001eb197240 gene:Zm00001eb197280
gene:Zm00001eb197250 gene:Zm00001eb197280
gene:Zm00001eb197340 gene:Zm00001eb197350
gene:Zm00001eb197450 gene:Zm00001eb197470
gene:Zm00001eb197650 gene:Zm00001eb197690
gene:Zm00001eb197780 gene:Zm00001eb197810
gene:Zm00001eb197820 gene:Zm00001eb197840
gene:Zm00001eb197840 gene:Zm00001eb197850
gene:Zm00001eb198050 gene:Zm00001eb198080
gene:Zm00001eb198140 gene:Zm00001eb198150
gene:Zm00001eb198580 gene:Zm00001eb198590
gene:Zm00001eb199050 gene:Zm00001eb199060
gene:Zm00001eb199360 gene:Zm00001eb199370
gene:Zm00001eb199360 gene:Zm00001eb199380
gene:Zm00001eb199370 gene:Zm00001eb199380
gene:Zm00001eb199370 gene:Zm00001eb199390
gene:Zm00001eb199380 gene:Zm00001eb199390
gene:Zm00001eb199470 gene:Zm00001eb199490
gene:Zm00001eb200030 gene:Zm00001eb200040
gene:Zm00001eb200030 gene:Zm00001eb200050
gene:Zm00001eb200040 gene:Zm00001eb200050
gene:Zm00001eb200190 gene:Zm00001eb200200
gene:Zm00001eb200230 gene:Zm00001eb200260
gene:Zm00001eb200260 gene:Zm00001eb200270
gene:Zm00001eb200260 gene:Zm00001eb200280
gene:Zm00001eb200280 gene:Zm00001eb200290
gene:Zm00001eb200700 gene:Zm00001eb200710
gene:Zm00001eb200710 gene:Zm00001eb200760
gene:Zm00001eb200720 gene:Zm00001eb200730
gene:Zm00001eb200720 gene:Zm00001eb200770
gene:Zm00001eb200730 gene:Zm00001eb200770
gene:Zm00001eb200740 gene:Zm00001eb200750
gene:Zm00001eb201630 gene:Zm00001eb201640
gene:Zm00001eb201630 gene:Zm00001eb201650
gene:Zm00001eb201640 gene:Zm00001eb201650
gene:Zm00001eb201830 gene:Zm00001eb201840
gene:Zm00001eb201960 gene:Zm00001eb201990
gene:Zm00001eb203380 gene:Zm00001eb203390
gene:Zm00001eb203380 gene:Zm00001eb203400
gene:Zm00001eb203390 gene:Zm00001eb203400
gene:Zm00001eb203880 gene:Zm00001eb203910
gene:Zm00001eb203890 gene:Zm00001eb203900
gene:Zm00001eb204060 gene:Zm00001eb204090
gene:Zm00001eb204070 gene:Zm00001eb204100
gene:Zm00001eb204230 gene:Zm00001eb204240
gene:Zm00001eb204230 gene:Zm00001eb204250
gene:Zm00001eb204430 gene:Zm00001eb204450
gene:Zm00001eb204620 gene:Zm00001eb204630
gene:Zm00001eb204710 gene:Zm00001eb204730
gene:Zm00001eb204730 gene:Zm00001eb204750
gene:Zm00001eb204750 gene:Zm00001eb204760
gene:Zm00001eb204750 gene:Zm00001eb204770
gene:Zm00001eb204760 gene:Zm00001eb204770
gene:Zm00001eb204760 gene:Zm00001eb204790
gene:Zm00001eb204770 gene:Zm00001eb204790
gene:Zm00001eb204790 gene:Zm00001eb204800
gene:Zm00001eb204790 gene:Zm00001eb204810
gene:Zm00001eb204800 gene:Zm00001eb204810
gene:Zm00001eb204800 gene:Zm00001eb204820
gene:Zm00001eb204810 gene:Zm00001eb204820
gene:Zm00001eb204810 gene:Zm00001eb204830
gene:Zm00001eb204820 gene:Zm00001eb204830
gene:Zm00001eb205170 gene:Zm00001eb205180
gene:Zm00001eb205230 gene:Zm00001eb205240
gene:Zm00001eb205630 gene:Zm00001eb205660
gene:Zm00001eb205660 gene:Zm00001eb205670
gene:Zm00001eb205660 gene:Zm00001eb205700
gene:Zm00001eb205670 gene:Zm00001eb205700
gene:Zm00001eb205700 gene:Zm00001eb205710
gene:Zm00001eb206090 gene:Zm00001eb206100
gene:Zm00001eb207030 gene:Zm00001eb207040
gene:Zm00001eb207100 gene:Zm00001eb207110
gene:Zm00001eb207140 gene:Zm00001eb207150
gene:Zm00001eb207210 gene:Zm00001eb207220
gene:Zm00001eb207210 gene:Zm00001eb207230
gene:Zm00001eb207220 gene:Zm00001eb207230
gene:Zm00001eb207220 gene:Zm00001eb207260
gene:Zm00001eb207230 gene:Zm00001eb207260
gene:Zm00001eb207560 gene:Zm00001eb207570
gene:Zm00001eb207870 gene:Zm00001eb207890
gene:Zm00001eb208380 gene:Zm00001eb208400
gene:Zm00001eb208550 gene:Zm00001eb208560
gene:Zm00001eb208620 gene:Zm00001eb208640
gene:Zm00001eb208620 gene:Zm00001eb208660
gene:Zm00001eb208640 gene:Zm00001eb208660
gene:Zm00001eb209420 gene:Zm00001eb209430
gene:Zm00001eb209500 gene:Zm00001eb209530
gene:Zm00001eb209640 gene:Zm00001eb209650
gene:Zm00001eb209670 gene:Zm00001eb209690
gene:Zm00001eb209890 gene:Zm00001eb209920
gene:Zm00001eb210290 gene:Zm00001eb210320
gene:Zm00001eb211260 gene:Zm00001eb211280
gene:Zm00001eb211290 gene:Zm00001eb211300
gene:Zm00001eb211700 gene:Zm00001eb211710
gene:Zm00001eb211750 gene:Zm00001eb211760
gene:Zm00001eb211960 gene:Zm00001eb211970
gene:Zm00001eb212050 gene:Zm00001eb212110
gene:Zm00001eb212480 gene:Zm00001eb212500
gene:Zm00001eb212820 gene:Zm00001eb212840
gene:Zm00001eb213240 gene:Zm00001eb213280
gene:Zm00001eb213360 gene:Zm00001eb213370
gene:Zm00001eb214060 gene:Zm00001eb214070
gene:Zm00001eb214070 gene:Zm00001eb214080
gene:Zm00001eb214390 gene:Zm00001eb214400
gene:Zm00001eb214390 gene:Zm00001eb214410
gene:Zm00001eb214400 gene:Zm00001eb214410
gene:Zm00001eb214400 gene:Zm00001eb214420
gene:Zm00001eb214410 gene:Zm00001eb214420
gene:Zm00001eb214550 gene:Zm00001eb214570
gene:Zm00001eb214740 gene:Zm00001eb214750
gene:Zm00001eb214870 gene:Zm00001eb214880
gene:Zm00001eb215690 gene:Zm00001eb215700
gene:Zm00001eb216150 gene:Zm00001eb216200
gene:Zm00001eb216330 gene:Zm00001eb216350
gene:Zm00001eb216350 gene:Zm00001eb216380
gene:Zm00001eb216730 gene:Zm00001eb216740
gene:Zm00001eb217020 gene:Zm00001eb217070
gene:Zm00001eb217660 gene:Zm00001eb217670
gene:Zm00001eb217660 gene:Zm00001eb217680
gene:Zm00001eb217670 gene:Zm00001eb217680
gene:Zm00001eb217670 gene:Zm00001eb217690
gene:Zm00001eb217680 gene:Zm00001eb217690
gene:Zm00001eb217680 gene:Zm00001eb217700
gene:Zm00001eb217690 gene:Zm00001eb217700
gene:Zm00001eb217690 gene:Zm00001eb217710
gene:Zm00001eb217700 gene:Zm00001eb217710
gene:Zm00001eb217700 gene:Zm00001eb217720
gene:Zm00001eb217710 gene:Zm00001eb217720
gene:Zm00001eb217710 gene:Zm00001eb217730
gene:Zm00001eb217720 gene:Zm00001eb217730
gene:Zm00001eb218030 gene:Zm00001eb218060
gene:Zm00001eb218030 gene:Zm00001eb218080
gene:Zm00001eb218060 gene:Zm00001eb218080
gene:Zm00001eb218960 gene:Zm00001eb218970
gene:Zm00001eb219290 gene:Zm00001eb219330
gene:Zm00001eb219590 gene:Zm00001eb219610
gene:Zm00001eb219640 gene:Zm00001eb219650
gene:Zm00001eb219690 gene:Zm00001eb219700
gene:Zm00001eb219770 gene:Zm00001eb219790
gene:Zm00001eb219790 gene:Zm00001eb219810
gene:Zm00001eb219970 gene:Zm00001eb219990
gene:Zm00001eb220510 gene:Zm00001eb220520
gene:Zm00001eb221000 gene:Zm00001eb221030
gene:Zm00001eb221040 gene:Zm00001eb221080
gene:Zm00001eb221980 gene:Zm00001eb222040
gene:Zm00001eb222070 gene:Zm00001eb222080
gene:Zm00001eb222070 gene:Zm00001eb222090
gene:Zm00001eb222080 gene:Zm00001eb222090
gene:Zm00001eb222080 gene:Zm00001eb222130
gene:Zm00001eb222090 gene:Zm00001eb222130
gene:Zm00001eb222110 gene:Zm00001eb222120
gene:Zm00001eb222130 gene:Zm00001eb222150
gene:Zm00001eb222660 gene:Zm00001eb222680
gene:Zm00001eb222880 gene:Zm00001eb222900
gene:Zm00001eb222880 gene:Zm00001eb222910
gene:Zm00001eb223580 gene:Zm00001eb223590
gene:Zm00001eb223670 gene:Zm00001eb223680
gene:Zm00001eb223750 gene:Zm00001eb223760
gene:Zm00001eb224260 gene:Zm00001eb224270
gene:Zm00001eb224500 gene:Zm00001eb224510
gene:Zm00001eb224620 gene:Zm00001eb224640
gene:Zm00001eb225050 gene:Zm00001eb225090
gene:Zm00001eb225110 gene:Zm00001eb225130
gene:Zm00001eb225130 gene:Zm00001eb225150
gene:Zm00001eb225850 gene:Zm00001eb225860
gene:Zm00001eb225850 gene:Zm00001eb225880
gene:Zm00001eb225860 gene:Zm00001eb225880
gene:Zm00001eb225870 gene:Zm00001eb225890
gene:Zm00001eb225970 gene:Zm00001eb226000
gene:Zm00001eb226340 gene:Zm00001eb226360
gene:Zm00001eb226360 gene:Zm00001eb226370
gene:Zm00001eb226360 gene:Zm00001eb226380
gene:Zm00001eb226370 gene:Zm00001eb226380
gene:Zm00001eb226450 gene:Zm00001eb226470
gene:Zm00001eb226450 gene:Zm00001eb226490
gene:Zm00001eb226470 gene:Zm00001eb226490
gene:Zm00001eb226530 gene:Zm00001eb226550
gene:Zm00001eb226570 gene:Zm00001eb226580
gene:Zm00001eb226570 gene:Zm00001eb226590
gene:Zm00001eb226580 gene:Zm00001eb226590
gene:Zm00001eb226690 gene:Zm00001eb226700
gene:Zm00001eb226690 gene:Zm00001eb226710
gene:Zm00001eb226700 gene:Zm00001eb226710
gene:Zm00001eb226700 gene:Zm00001eb226720
gene:Zm00001eb226710 gene:Zm00001eb226720
gene:Zm00001eb227450 gene:Zm00001eb227460
gene:Zm00001eb227480 gene:Zm00001eb227560
gene:Zm00001eb227850 gene:Zm00001eb227870
gene:Zm00001eb228340 gene:Zm00001eb228350
gene:Zm00001eb228340 gene:Zm00001eb228360
gene:Zm00001eb228350 gene:Zm00001eb228360
gene:Zm00001eb228350 gene:Zm00001eb228370
gene:Zm00001eb228360 gene:Zm00001eb228370
gene:Zm00001eb228500 gene:Zm00001eb228510
gene:Zm00001eb228810 gene:Zm00001eb228830
gene:Zm00001eb228820 gene:Zm00001eb228840
gene:Zm00001eb228830 gene:Zm00001eb228850
gene:Zm00001eb228840 gene:Zm00001eb228870
gene:Zm00001eb229070 gene:Zm00001eb229100
gene:Zm00001eb229150 gene:Zm00001eb229160
gene:Zm00001eb229430 gene:Zm00001eb229440
gene:Zm00001eb229670 gene:Zm00001eb229730
gene:Zm00001eb229720 gene:Zm00001eb229740
gene:Zm00001eb230000 gene:Zm00001eb230010
gene:Zm00001eb230150 gene:Zm00001eb230160
gene:Zm00001eb230320 gene:Zm00001eb230370
gene:Zm00001eb230370 gene:Zm00001eb230400
gene:Zm00001eb230410 gene:Zm00001eb230440
gene:Zm00001eb230420 gene:Zm00001eb230430
gene:Zm00001eb230590 gene:Zm00001eb230600
gene:Zm00001eb230590 gene:Zm00001eb230630
gene:Zm00001eb230600 gene:Zm00001eb230630
gene:Zm00001eb230630 gene:Zm00001eb230660
gene:Zm00001eb230660 gene:Zm00001eb230680
gene:Zm00001eb230670 gene:Zm00001eb230690
gene:Zm00001eb230690 gene:Zm00001eb230700
gene:Zm00001eb230720 gene:Zm00001eb230730
gene:Zm00001eb230890 gene:Zm00001eb230900
gene:Zm00001eb231460 gene:Zm00001eb231470
gene:Zm00001eb231910 gene:Zm00001eb231920
gene:Zm00001eb231910 gene:Zm00001eb231950
gene:Zm00001eb231920 gene:Zm00001eb231950
gene:Zm00001eb231950 gene:Zm00001eb231980
gene:Zm00001eb232070 gene:Zm00001eb232100
gene:Zm00001eb233030 gene:Zm00001eb233050
gene:Zm00001eb233590 gene:Zm00001eb233600
gene:Zm00001eb234450 gene:Zm00001eb234470
gene:Zm00001eb234470 gene:Zm00001eb234530
gene:Zm00001eb234530 gene:Zm00001eb234560
gene:Zm00001eb234840 gene:Zm00001eb234850
gene:Zm00001eb235280 gene:Zm00001eb235290
gene:Zm00001eb236170 gene:Zm00001eb236180
gene:Zm00001eb236170 gene:Zm00001eb236200
gene:Zm00001eb236180 gene:Zm00001eb236200
gene:Zm00001eb236190 gene:Zm00001eb236230
gene:Zm00001eb236200 gene:Zm00001eb236220
gene:Zm00001eb236220 gene:Zm00001eb236250
gene:Zm00001eb236300 gene:Zm00001eb236310
gene:Zm00001eb236720 gene:Zm00001eb236740
gene:Zm00001eb237100 gene:Zm00001eb237110
gene:Zm00001eb237140 gene:Zm00001eb237150
gene:Zm00001eb237220 gene:Zm00001eb237230
gene:Zm00001eb237380 gene:Zm00001eb237390
gene:Zm00001eb237600 gene:Zm00001eb237610
gene:Zm00001eb237600 gene:Zm00001eb237620
gene:Zm00001eb237610 gene:Zm00001eb237620
gene:Zm00001eb237610 gene:Zm00001eb237630
gene:Zm00001eb237620 gene:Zm00001eb237630
gene:Zm00001eb237840 gene:Zm00001eb237860
gene:Zm00001eb238400 gene:Zm00001eb238420
gene:Zm00001eb238400 gene:Zm00001eb238440
gene:Zm00001eb238420 gene:Zm00001eb238440
gene:Zm00001eb238730 gene:Zm00001eb238740
gene:Zm00001eb238730 gene:Zm00001eb238780
gene:Zm00001eb238760 gene:Zm00001eb238770
gene:Zm00001eb238780 gene:Zm00001eb238800
gene:Zm00001eb238940 gene:Zm00001eb238960
gene:Zm00001eb238940 gene:Zm00001eb238970
gene:Zm00001eb238960 gene:Zm00001eb238970
gene:Zm00001eb238960 gene:Zm00001eb238980
gene:Zm00001eb238970 gene:Zm00001eb238980
gene:Zm00001eb239020 gene:Zm00001eb239030
gene:Zm00001eb239230 gene:Zm00001eb239250
gene:Zm00001eb239230 gene:Zm00001eb239260
gene:Zm00001eb239250 gene:Zm00001eb239260
gene:Zm00001eb239250 gene:Zm00001eb239280
gene:Zm00001eb239260 gene:Zm00001eb239280
gene:Zm00001eb239280 gene:Zm00001eb239290
gene:Zm00001eb239330 gene:Zm00001eb239340
gene:Zm00001eb239430 gene:Zm00001eb239450
gene:Zm00001eb239750 gene:Zm00001eb239760
gene:Zm00001eb240030 gene:Zm00001eb240040
gene:Zm00001eb240250 gene:Zm00001eb240260
gene:Zm00001eb240250 gene:Zm00001eb240270
gene:Zm00001eb240260 gene:Zm00001eb240290
gene:Zm00001eb240270 gene:Zm00001eb240290
gene:Zm00001eb240290 gene:Zm00001eb240300
gene:Zm00001eb240330 gene:Zm00001eb240340
gene:Zm00001eb240450 gene:Zm00001eb240460
gene:Zm00001eb240450 gene:Zm00001eb240490
gene:Zm00001eb240460 gene:Zm00001eb240490
gene:Zm00001eb240490 gene:Zm00001eb240500
gene:Zm00001eb240490 gene:Zm00001eb240510
gene:Zm00001eb240500 gene:Zm00001eb240510
gene:Zm00001eb240500 gene:Zm00001eb240520
gene:Zm00001eb240510 gene:Zm00001eb240550
gene:Zm00001eb240520 gene:Zm00001eb240550
gene:Zm00001eb240530 gene:Zm00001eb240560
gene:Zm00001eb240540 gene:Zm00001eb240580
gene:Zm00001eb240550 gene:Zm00001eb240560
gene:Zm00001eb240550 gene:Zm00001eb240570
gene:Zm00001eb240560 gene:Zm00001eb240590
gene:Zm00001eb241150 gene:Zm00001eb241160
gene:Zm00001eb241780 gene:Zm00001eb241790
gene:Zm00001eb242300 gene:Zm00001eb242320
gene:Zm00001eb242320 gene:Zm00001eb242330
gene:Zm00001eb242390 gene:Zm00001eb242400
gene:Zm00001eb242940 gene:Zm00001eb242950
gene:Zm00001eb242940 gene:Zm00001eb242990
gene:Zm00001eb242950 gene:Zm00001eb242990
gene:Zm00001eb243920 gene:Zm00001eb243960
gene:Zm00001eb243970 gene:Zm00001eb244010
gene:Zm00001eb244000 gene:Zm00001eb244010
gene:Zm00001eb244250 gene:Zm00001eb244300
gene:Zm00001eb244300 gene:Zm00001eb244330
gene:Zm00001eb244320 gene:Zm00001eb244350
gene:Zm00001eb244330 gene:Zm00001eb244350
gene:Zm00001eb244350 gene:Zm00001eb244370
gene:Zm00001eb244440 gene:Zm00001eb244450
gene:Zm00001eb244460 gene:Zm00001eb244470
gene:Zm00001eb244610 gene:Zm00001eb244620
gene:Zm00001eb244990 gene:Zm00001eb245000
gene:Zm00001eb245480 gene:Zm00001eb245490
gene:Zm00001eb245480 gene:Zm00001eb245520
gene:Zm00001eb245490 gene:Zm00001eb245520
gene:Zm00001eb245530 gene:Zm00001eb245540
gene:Zm00001eb245710 gene:Zm00001eb245720
gene:Zm00001eb245850 gene:Zm00001eb245860
gene:Zm00001eb245850 gene:Zm00001eb245870
gene:Zm00001eb246920 gene:Zm00001eb246930
gene:Zm00001eb247210 gene:Zm00001eb247220
gene:Zm00001eb247210 gene:Zm00001eb247230
gene:Zm00001eb247220 gene:Zm00001eb247230
gene:Zm00001eb247220 gene:Zm00001eb247250
gene:Zm00001eb247230 gene:Zm00001eb247250
gene:Zm00001eb247250 gene:Zm00001eb247270
gene:Zm00001eb247270 gene:Zm00001eb247280
gene:Zm00001eb247270 gene:Zm00001eb247290
gene:Zm00001eb247280 gene:Zm00001eb247290
gene:Zm00001eb247280 gene:Zm00001eb247300
gene:Zm00001eb247290 gene:Zm00001eb247300
gene:Zm00001eb247550 gene:Zm00001eb247560
gene:Zm00001eb247610 gene:Zm00001eb247640
gene:Zm00001eb247630 gene:Zm00001eb247650
gene:Zm00001eb247640 gene:Zm00001eb247670
gene:Zm00001eb247650 gene:Zm00001eb247660
gene:Zm00001eb247730 gene:Zm00001eb247740
gene:Zm00001eb248110 gene:Zm00001eb248140
gene:Zm00001eb248190 gene:Zm00001eb248200
gene:Zm00001eb248210 gene:Zm00001eb248220
gene:Zm00001eb248210 gene:Zm00001eb248230
gene:Zm00001eb248220 gene:Zm00001eb248230
gene:Zm00001eb248990 gene:Zm00001eb249020
gene:Zm00001eb249240 gene:Zm00001eb249250
gene:Zm00001eb249290 gene:Zm00001eb249320
gene:Zm00001eb249440 gene:Zm00001eb249450
gene:Zm00001eb249440 gene:Zm00001eb249470
gene:Zm00001eb249450 gene:Zm00001eb249470
gene:Zm00001eb249590 gene:Zm00001eb249600
gene:Zm00001eb249640 gene:Zm00001eb249670
gene:Zm00001eb249730 gene:Zm00001eb249750
gene:Zm00001eb249760 gene:Zm00001eb249800
gene:Zm00001eb250340 gene:Zm00001eb250350
gene:Zm00001eb250970 gene:Zm00001eb250980
gene:Zm00001eb250970 gene:Zm00001eb250990
gene:Zm00001eb250980 gene:Zm00001eb250990
gene:Zm00001eb251540 gene:Zm00001eb251550
