gene:Os01g0106300 gene:Os01g0106400
gene:Os02g0457175 gene:Os02g0457325
gene:Os02g0457100 gene:Os02g0457300
gene:Os02g0467000 gene:Os02g0467600
gene:Os02g0472500 gene:Os02g0472566
gene:Os02g0483500 gene:Os02g0483800
gene:Os02g0483500 gene:Os02g0484200
gene:Os02g0483800 gene:Os02g0484200
gene:Os02g0483800 gene:Os02g0485000
gene:Os02g0485000 gene:Os02g0485800
gene:Os02g0491600 gene:Os02g0491700
gene:Os02g0491600 gene:Os02g0491800
gene:Os02g0491700 gene:Os02g0491800
gene:Os02g0491900 gene:Os02g0492000
gene:Os02g0491900 gene:Os02g0492600
gene:Os02g0492000 gene:Os02g0492900
gene:Os02g0492600 gene:Os02g0492900
gene:Os02g0492900 gene:Os02g0493050
gene:Os02g0492900 gene:Os02g0493300
gene:Os02g0493050 gene:Os02g0493300
gene:Os02g0493300 gene:Os02g0494000
gene:Os02g0493300 gene:Os02g0494400
gene:Os02g0494000 gene:Os02g0494400
gene:Os02g0503700 gene:Os02g0503800
gene:Os02g0503700 gene:Os02g0503850
gene:Os02g0503800 gene:Os02g0503900
gene:Os02g0503850 gene:Os02g0503900
gene:Os02g0503900 gene:Os02g0504000
gene:Os02g0508100 gene:Os02g0508801
gene:Os02g0508801 gene:Os02g0509500
gene:Os02g0511100 gene:Os02g0511400
gene:Os02g0518600 gene:Os02g0519100
gene:Os02g0521500 gene:Os02g0521600
gene:Os02g0521600 gene:Os02g0522700
gene:Os02g0522700 gene:Os02g0522800
gene:Os02g0537000 gene:Os02g0537100
gene:Os02g0559500 gene:Os02g0559900
gene:Os02g0559800 gene:Os02g0560200
gene:Os02g0559900 gene:Os02g0560300
gene:Os02g0560200 gene:Os02g0560600
gene:Os02g0560300 gene:Os02g0560700
gene:Os02g0560600 gene:Os02g0561000
gene:Os02g0560700 gene:Os02g0561100
gene:Os02g0561000 gene:Os02g0561400
gene:Os02g0561100 gene:Os02g0561500
gene:Os02g0561400 gene:Os02g0561800
gene:Os02g0561800 gene:Os02g0561900
gene:Os02g0568700 gene:Os02g0570400
gene:Os02g0569000 gene:Os02g0569400
gene:Os02g0569000 gene:Os02g0569900
gene:Os02g0569400 gene:Os02g0569900
gene:Os02g0570400 gene:Os02g0571100
gene:Os02g0570500 gene:Os02g0570700
gene:Os02g0571100 gene:Os02g0571300
gene:Os02g0571300 gene:Os02g0571800
gene:Os02g0572200 gene:Os02g0572300
gene:Os02g0573500 gene:Os02g0574000
gene:Os02g0574000 gene:Os02g0574100
gene:Os02g0577700 gene:Os02g0578300
gene:Os02g0579800 gene:Os02g0580000
gene:Os02g0582600 gene:Os02g0582800
gene:Os02g0583700 gene:Os02g0584200
gene:Os02g0584700 gene:Os02g0584800
gene:Os02g0584700 gene:Os02g0585100
gene:Os02g0584800 gene:Os02g0585100
gene:Os02g0585100 gene:Os02g0585200
gene:Os02g0585700 gene:Os02g0586000
gene:Os02g0589000 gene:Os02g0589100
gene:Os02g0589100 gene:Os02g0589700
gene:Os02g0589700 gene:Os02g0589900
gene:Os02g0589700 gene:Os02g0590000
gene:Os02g0589900 gene:Os02g0590200
gene:Os02g0590000 gene:Os02g0590400
gene:Os02g0590200 gene:Os02g0590400
gene:Os02g0594900 gene:Os02g0595100
gene:Os02g0598400 gene:Os02g0598800
gene:Os02g0598500 gene:Os02g0599150
gene:Os02g0598600 gene:Os02g0598900
gene:Os02g0598800 gene:Os02g0599100
gene:Os02g0599150 gene:Os02g0599151
gene:Os02g0599151 gene:Os02g0599200
gene:Os02g0599151 gene:Os02g0599700
gene:Os02g0599200 gene:Os02g0600033
gene:Os02g0599700 gene:Os02g0600033
gene:Os02g0604600 gene:Os02g0604700
gene:Os02g0604600 gene:Os02g0604800
gene:Os02g0604700 gene:Os02g0604800
gene:Os02g0604700 gene:Os02g0605000
gene:Os02g0604800 gene:Os02g0605000
gene:Os02g0606900 gene:Os02g0607500
gene:Os02g0607000 gene:Os02g0607100
gene:Os02g0607000 gene:Os02g0607400
gene:Os02g0607100 gene:Os02g0607400
gene:Os02g0608100 gene:Os02g0608300
gene:Os02g0608550 gene:Os02g0608600
gene:Os02g0614966 gene:Os02g0615500
gene:Os02g0615500 gene:Os02g0615800
gene:Os02g0616199 gene:Os02g0617000
gene:Os02g0616800 gene:Os02g0617075
gene:Os02g0620500 gene:Os02g0620600
gene:Os02g0620533 gene:Os02g0620566
gene:Os02g0623600 gene:Os02g0624100
gene:Os02g0626100 gene:Os02g0626400
gene:Os02g0626100 gene:Os02g0626600
gene:Os02g0626400 gene:Os02g0626600
gene:Os02g0626400 gene:Os02g0627100
gene:Os02g0626600 gene:Os02g0627100
gene:Os02g0632800 gene:Os02g0632900
gene:Os02g0632800 gene:Os02g0633066
gene:Os02g0632900 gene:Os02g0633066
gene:Os02g0633700 gene:Os02g0633900
gene:Os02g0635000 gene:Os02g0635200
gene:Os02g0636600 gene:Os02g0636700
gene:Os02g0640600 gene:Os02g0640800
gene:Os02g0646500 gene:Os02g0647900
gene:Os02g0649900 gene:Os02g0650300
gene:Os02g0654000 gene:Os02g0654100
gene:Os02g0654700 gene:Os02g0655200
gene:Os02g0656600 gene:Os02g0657000
gene:Os02g0657775 gene:Os02g0657850
gene:Os02g0658600 gene:Os02g0658800
gene:Os02g0659700 gene:Os02g0660800
gene:Os02g0662000 gene:Os02g0662100
gene:Os02g0662700 gene:Os02g0663100
gene:Os02g0668900 gene:Os02g0669000
gene:Os02g0673000 gene:Os02g0673100
gene:Os02g0676800 gene:Os02g0677300
gene:Os02g0681200 gene:Os02g0682300
gene:Os02g0686700 gene:Os02g0686800
gene:Os02g0686700 gene:Os02g0687200
gene:Os02g0686800 gene:Os02g0687200
gene:Os02g0694400 gene:Os02g0694600
gene:Os02g0694600 gene:Os02g0694700
gene:Os02g0707000 gene:Os02g0707100
gene:Os02g0712600 gene:Os02g0712700
gene:Os02g0720500 gene:Os02g0720600
gene:Os02g0720500 gene:Os02g0720900
gene:Os02g0720600 gene:Os02g0720900
gene:Os02g0721100 gene:Os02g0721200
gene:Os02g0725700 gene:Os02g0725900
gene:Os02g0729100 gene:Os02g0729200
gene:Os02g0734400 gene:Os02g0734500
gene:Os02g0734400 gene:Os02g0734600
gene:Os02g0734500 gene:Os02g0734600
gene:Os02g0737200 gene:Os02g0737300
gene:Os02g0737950 gene:Os02g0738100
gene:Os02g0742000 gene:Os02g0742050
gene:Os02g0749800 gene:Os02g0749900
gene:Os02g0755500 gene:Os02g0755600
gene:Os02g0755500 gene:Os02g0755900
gene:Os02g0755600 gene:Os02g0755900
gene:Os02g0756200 gene:Os02g0756600
gene:Os02g0756200 gene:Os02g0756800
gene:Os02g0756600 gene:Os02g0756800
gene:Os02g0756600 gene:Os02g0757100
gene:Os02g0756800 gene:Os02g0757100
gene:Os02g0761900 gene:Os02g0762100
gene:Os02g0763200 gene:Os02g0763800
gene:Os02g0763800 gene:Os02g0763900
gene:Os02g0763800 gene:Os02g0764200
gene:Os02g0763900 gene:Os02g0764200
gene:Os02g0764200 gene:Os02g0764400
gene:Os02g0765400 gene:Os02g0765600
gene:Os02g0778900 gene:Os02g0779000
gene:Os02g0778900 gene:Os02g0779200
gene:Os02g0779000 gene:Os02g0779200
gene:Os02g0779200 gene:Os02g0779900
gene:Os02g0779300 gene:Os02g0779400
gene:Os02g0779400 gene:Os02g0780000
gene:Os02g0779900 gene:Os02g0780200
gene:Os02g0785000 gene:Os02g0785200
gene:Os02g0785000 gene:Os02g0785700
gene:Os02g0785200 gene:Os02g0785700
gene:Os02g0786500 gene:Os02g0786900
gene:Os02g0786900 gene:Os02g0787000
gene:Os02g0788300 gene:Os02g0788400
gene:Os02g0795666 gene:Os02g0795732
gene:Os02g0796000 gene:Os02g0796100
gene:Os02g0796900 gene:Os02g0797200
gene:Os02g0798400 gene:Os02g0798501
gene:Os02g0800100 gene:Os02g0801200
gene:Os02g0800300 gene:Os02g0800400
gene:Os02g0800300 gene:Os02g0800700
gene:Os02g0800400 gene:Os02g0800700
gene:Os02g0800600 gene:Os02g0800800
gene:Os02g0800700 gene:Os02g0800900
gene:Os02g0800900 gene:Os02g0801000
gene:Os02g0800900 gene:Os02g0801100
gene:Os02g0801000 gene:Os02g0801100
gene:Os02g0801000 gene:Os02g0801600
gene:Os02g0801100 gene:Os02g0801600
gene:Os02g0807800 gene:Os02g0807900
gene:Os02g0808000 gene:Os02g0808350
gene:Os02g0807900 gene:Os02g0808300
gene:Os02g0811400 gene:Os02g0811600
gene:Os02g0811501 gene:Os02g0811650
gene:Os02g0811600 gene:Os02g0811800
gene:Os02g0811800 gene:Os02g0812000
gene:Os02g0812500 gene:Os02g0812600
gene:Os02g0812500 gene:Os02g0812700
gene:Os02g0812600 gene:Os02g0813000
gene:Os02g0812700 gene:Os02g0813000
gene:Os02g0812700 gene:Os02g0813166
gene:Os02g0813000 gene:Os02g0813166
gene:Os02g0813083 gene:Os02g0813166
gene:Os02g0813083 gene:Os02g0813350
gene:Os02g0813166 gene:Os02g0813350
gene:Os02g0814300 gene:Os02g0814400
gene:Os02g0825033 gene:Os02g0825367
gene:Os02g0824900 gene:Os02g0825500
gene:Os02g0825301 gene:Os02g0825500
gene:Os02g0825367 gene:Os02g0825850
gene:Os02g0825500 gene:Os02g0825700
gene:Os02g0825700 gene:Os02g0826000
gene:Os02g0825700 gene:Os02g0826050
gene:Os02g0826000 gene:Os02g0826050
gene:Os02g0826566 gene:Os02g0826700
gene:Os02g0828200 gene:Os02g0828500
gene:Os03g0102500 gene:Os03g0102700
gene:Os03g0103100 gene:Os03g0103200
gene:Os03g0103100 gene:Os03g0103300
gene:Os03g0103200 gene:Os03g0103300
gene:Os03g0104400 gene:Os03g0105300
gene:Os03g0106500 gene:Os03g0106700
gene:Os03g0106700 gene:Os03g0106800
gene:Os03g0106700 gene:Os03g0106900
gene:Os03g0106800 gene:Os03g0106900
gene:Os03g0116300 gene:Os03g0116316
gene:Os03g0121200 gene:Os03g0121300
gene:Os03g0133500 gene:Os03g0133800
gene:Os03g0133650 gene:Os03g0133825
gene:Os03g0134900 gene:Os03g0135100
gene:Os03g0134900 gene:Os03g0135200
gene:Os03g0135100 gene:Os03g0135200
gene:Os03g0135200 gene:Os03g0135300
gene:Os03g0139600 gene:Os03g0140100
gene:Os03g0139600 gene:Os03g0140200
gene:Os03g0140100 gene:Os03g0140200
gene:Os03g0140100 gene:Os03g0140400
gene:Os03g0140200 gene:Os03g0140400
gene:Os03g0141800 gene:Os03g0142200
gene:Os03g0144300 gene:Os03g0144500
gene:Os03g0144300 gene:Os03g0144800
gene:Os03g0144500 gene:Os03g0144800
gene:Os03g0145600 gene:Os03g0145775
gene:Os03g0146900 gene:Os03g0147001
gene:Os03g0149000 gene:Os03g0149100
gene:Os03g0149700 gene:Os03g0149800
gene:Os03g0150500 gene:Os03g0150600
gene:Os03g0150600 gene:Os03g0150800
gene:Os03g0153100 gene:Os03g0153500
gene:Os03g0153500 gene:Os03g0153900
gene:Os03g0153500 gene:Os03g0154000
gene:Os03g0153900 gene:Os03g0154000
gene:Os03g0153900 gene:Os03g0154100
gene:Os03g0154000 gene:Os03g0154100
gene:Os03g0154000 gene:Os03g0155000
gene:Os03g0154100 gene:Os03g0155000
gene:Os03g0155300 gene:Os03g0155500
gene:Os03g0155300 gene:Os03g0155700
gene:Os03g0155500 gene:Os03g0155700
gene:Os03g0155700 gene:Os03g0155900
gene:Os03g0155700 gene:Os03g0156000
gene:Os03g0155900 gene:Os03g0156000
gene:Os03g0155900 gene:Os03g0156300
gene:Os03g0156000 gene:Os03g0156300
gene:Os03g0163600 gene:Os03g0163900
gene:Os03g0166100 gene:Os03g0166200
gene:Os03g0171300 gene:Os03g0171700
gene:Os03g0172700 gene:Os03g0172850
gene:Os03g0176700 gene:Os03g0176800
gene:Os03g0177400 gene:Os03g0177500
gene:Os03g0177400 gene:Os03g0177900
gene:Os03g0177500 gene:Os03g0177900
gene:Os03g0177500 gene:Os03g0178000
gene:Os03g0177900 gene:Os03g0178000
gene:Os03g0178300 gene:Os03g0178400
gene:Os03g0178400 gene:Os03g0178500
gene:Os03g0180800 gene:Os03g0181100
gene:Os03g0180900 gene:Os03g0181100
gene:Os03g0182800 gene:Os03g0183000
gene:Os03g0182800 gene:Os03g0183300
gene:Os03g0183000 gene:Os03g0183300
gene:Os03g0183200 gene:Os03g0183300
gene:Os03g0184550 gene:Os03g0184600
gene:Os03g0185200 gene:Os03g0185400
gene:Os03g0189400 gene:Os03g0189600
gene:Os03g0193901 gene:Os03g0193700
gene:Os03g0194600 gene:Os03g0194900
gene:Os03g0195300 gene:Os03g0195450
gene:Os03g0195450 gene:Os03g0195800
gene:Os03g0195500 gene:Os03g0195800
gene:Os03g0195500 gene:Os03g0196000
gene:Os03g0195800 gene:Os03g0196000
gene:Os03g0197100 gene:Os03g0197200
gene:Os03g0201500 gene:Os03g0201800
gene:Os03g0201800 gene:Os03g0201901
gene:Os03g0208700 gene:Os03g0208800
gene:Os03g0210100 gene:Os03g0210200
gene:Os03g0217200 gene:Os03g0218200
gene:Os03g0231700 gene:Os03g0231800
gene:Os03g0233900 gene:Os03g0234000
gene:Os03g0233900 gene:Os03g0234100
gene:Os03g0234000 gene:Os03g0234100
gene:Os03g0234500 gene:Os03g0234900
gene:Os03g0234900 gene:Os03g0235000
gene:Os03g0235300 gene:Os03g0235700
gene:Os03g0235700 gene:Os03g0235900
gene:Os03g0236800 gene:Os03g0236900
gene:Os03g0243900 gene:Os03g0244200
gene:Os03g0245200 gene:Os03g0245300
gene:Os03g0248200 gene:Os03g0248300
gene:Os03g0257500 gene:Os03g0257600
gene:Os03g0266300 gene:Os03g0266900
gene:Os03g0266900 gene:Os03g0267000
gene:Os03g0266900 gene:Os03g0267200
gene:Os03g0267000 gene:Os03g0267200
gene:Os03g0268900 gene:Os03g0269000
gene:Os03g0268900 gene:Os03g0269100
gene:Os03g0269000 gene:Os03g0269100
gene:Os03g0269601 gene:Os03g0269900
gene:Os03g0269700 gene:Os03g0269900
gene:Os03g0276500 gene:Os03g0276800
gene:Os03g0276800 gene:Os03g0277300
gene:Os03g0277600 gene:Os03g0277700
gene:Os03g0278000 gene:Os03g0278200
gene:Os03g0281000 gene:Os03g0281100
gene:Os03g0281900 gene:Os03g0282100
gene:Os03g0283000 gene:Os03g0283100
gene:Os03g0283000 gene:Os03g0283200
gene:Os03g0283100 gene:Os03g0283200
gene:Os03g0290900 gene:Os03g0291200
gene:Os03g0290900 gene:Os03g0291800
gene:Os03g0291200 gene:Os03g0291800
gene:Os03g0297100 gene:Os03g0297300
gene:Os03g0301950 gene:Os03g0302000
gene:Os03g0305000 gene:Os03g0305100
gene:Os03g0305800 gene:Os03g0306100
gene:Os03g0307200 gene:Os03g0307300
gene:Os03g0308600 gene:Os03g0308700
gene:Os03g0317300 gene:Os03g0317900
gene:Os03g0317300 gene:Os03g0318400
gene:Os03g0317900 gene:Os03g0318400
gene:Os03g0318025 gene:Os03g0318150
gene:Os03g0324200 gene:Os03g0324300
gene:Os03g0326100 gene:Os03g0326200
gene:Os03g0328900 gene:Os03g0329200
gene:Os03g0333500 gene:Os03g0334000
gene:Os03g0339300 gene:Os03g0339400
gene:Os03g0341600 gene:Os03g0342100
gene:Os03g0347900 gene:Os03g0348200
gene:Os03g0350100 gene:Os03g0350300
gene:Os03g0352800 gene:Os03g0353333
gene:Os03g0355100 gene:Os03g0355300
gene:Os03g0355200 gene:Os03g0355400
gene:Os03g0356582 gene:Os03g0356596
gene:Os03g0361100 gene:Os03g0361600
gene:Os03g0361500 gene:Os03g0361600
gene:Os03g0361500 gene:Os03g0361700
gene:Os03g0361600 gene:Os03g0361700
gene:Os03g0361600 gene:Os03g0362032
gene:Os03g0361700 gene:Os03g0362032
gene:Os03g0361700 gene:Os03g0362500
gene:Os03g0362032 gene:Os03g0362500
gene:Os03g0362200 gene:Os03g0363100
gene:Os03g0363500 gene:Os03g0363600
gene:Os03g0365000 gene:Os03g0365800
gene:Os03g0365800 gene:Os03g0365850
gene:Os03g0365800 gene:Os03g0365900
gene:Os03g0368000 gene:Os03g0368300
gene:Os03g0368150 gene:Os03g0368351
gene:Os03g0368300 gene:Os03g0368900
gene:Os03g0368900 gene:Os03g0369000
gene:Os03g0369000 gene:Os03g0369600
gene:Os03g0370900 gene:Os03g0371000
gene:Os03g0370900 gene:Os03g0371300
gene:Os03g0371000 gene:Os03g0371300
gene:Os03g0374901 gene:Os03g0375601
gene:Os03g0374900 gene:Os03g0375300
gene:Os03g0375300 gene:Os03g0375966
gene:Os03g0377300 gene:Os03g0377500
gene:Os03g0382100 gene:Os03g0383600
gene:Os03g0385100 gene:Os03g0385400
gene:Os03g0386700 gene:Os03g0386800
gene:Os03g0388900 gene:Os03g0389100
gene:Os03g0389000 gene:Os03g0389501
gene:Os03g0389100 gene:Os03g0389501
gene:Os03g0392600 gene:Os03g0393300
gene:Os03g0393300 gene:Os03g0393700
gene:Os03g0393100 gene:Os03g0393700
gene:Os03g0393375 gene:Os03g0393700
gene:Os03g0399800 gene:Os03g0399900
gene:Os03g0404800 gene:Os03g0405000
gene:Os03g0405500 gene:Os03g0405900
gene:Os03g0416200 gene:Os03g0416300
gene:Os03g0424000 gene:Os03g0424200
gene:Os03g0424500 gene:Os03g0424800
gene:Os03g0435800 gene:Os03g0435900
gene:Os03g0437100 gene:Os03g0437200
gene:Os03g0565300 gene:Os03g0565900
gene:Os03g0570800 gene:Os03g0571700
gene:Os03g0571700 gene:Os03g0571900
gene:Os03g0571900 gene:Os03g0572900
gene:Os03g0574900 gene:Os03g0575200
gene:Os03g0574900 gene:Os03g0576200
gene:Os03g0575200 gene:Os03g0576200
gene:Os03g0580200 gene:Os03g0580800
gene:Os03g0580200 gene:Os03g0581400
gene:Os03g0580800 gene:Os03g0581400
gene:Os03g0587600 gene:Os03g0588200
gene:Os03g0588200 gene:Os03g0588600
gene:Os03g0589100 gene:Os03g0589400
gene:Os03g0593600 gene:Os03g0594100
gene:Os03g0594250 gene:Os03g0595050
gene:Os03g0596200 gene:Os03g0596600
gene:Os03g0600800 gene:Os03g0601100
gene:Os03g0606600 gene:Os03g0607400
gene:Os03g0610650 gene:Os03g0610700
gene:Os03g0610650 gene:Os03g0610800
gene:Os03g0610700 gene:Os03g0610800
gene:Os03g0619600 gene:Os03g0619800
gene:Os03g0619800 gene:Os03g0619850
gene:Os03g0619800 gene:Os03g0620500
gene:Os03g0619850 gene:Os03g0620500
gene:Os03g0620500 gene:Os03g0621600
gene:Os03g0621600 gene:Os03g0621650
gene:Os03g0621600 gene:Os03g0621900
gene:Os03g0621650 gene:Os03g0621900
gene:Os03g0622100 gene:Os03g0622200
gene:Os03g0625800 gene:Os03g0625933
gene:Os03g0625933 gene:Os03g0626100
gene:Os03g0626000 gene:Os03g0626100
gene:Os03g0633500 gene:Os03g0633800
gene:Os03g0642900 gene:Os03g0643000
gene:Os03g0642900 gene:Os03g0643250
gene:Os03g0643000 gene:Os03g0643250
gene:Os03g0652100 gene:Os03g0652600
gene:Os03g0652400 gene:Os03g0653100
gene:Os03g0654700 gene:Os03g0655100
gene:Os03g0658000 gene:Os03g0658800
gene:Os03g0660300 gene:Os03g0660400
gene:Os03g0660300 gene:Os03g0660500
gene:Os03g0660400 gene:Os03g0660500
gene:Os03g0661600 gene:Os03g0663400
gene:Os03g0661800 gene:Os03g0663100
gene:Os03g0663400 gene:Os03g0663500
gene:Os03g0664800 gene:Os03g0665000
gene:Os03g0667300 gene:Os03g0667500
gene:Os03g0668000 gene:Os03g0668100
gene:Os03g0673000 gene:Os03g0673500
gene:Os03g0673400 gene:Os03g0673700
gene:Os03g0679800 gene:Os03g0680100
gene:Os03g0679800 gene:Os03g0680200
gene:Os03g0680100 gene:Os03g0680200
gene:Os03g0680100 gene:Os03g0680300
gene:Os03g0680200 gene:Os03g0680300
gene:Os03g0680200 gene:Os03g0680400
gene:Os03g0680300 gene:Os03g0680400
gene:Os03g0680300 gene:Os03g0680566
gene:Os03g0680400 gene:Os03g0680500
gene:Os03g0680400 gene:Os03g0680566
gene:Os03g0680500 gene:Os03g0680566
gene:Os03g0680500 gene:Os03g0680600
gene:Os03g0680566 gene:Os03g0680600
gene:Os03g0680700 gene:Os03g0680800
gene:Os03g0682200 gene:Os03g0682600
gene:Os03g0683200 gene:Os03g0683300
gene:Os03g0683200 gene:Os03g0683500
gene:Os03g0683300 gene:Os03g0683500
gene:Os03g0687400 gene:Os03g0687700
gene:Os03g0687400 gene:Os03g0687800
gene:Os03g0687700 gene:Os03g0687800
gene:Os03g0687700 gene:Os03g0688000
gene:Os03g0688000 gene:Os03g0688600
gene:Os03g0689400 gene:Os03g0689833
gene:Os03g0689544 gene:Os03g0689688
gene:Os03g0693700 gene:Os03g0693800
gene:Os03g0693700 gene:Os03g0693900
gene:Os03g0693800 gene:Os03g0693900
gene:Os03g0693800 gene:Os03g0694000
gene:Os03g0693900 gene:Os03g0694000
gene:Os03g0699700 gene:Os03g0700400
gene:Os03g0699800 gene:Os03g0700100
gene:Os03g0700100 gene:Os03g0700200
gene:Os03g0700400 gene:Os03g0700700
gene:Os03g0702000 gene:Os03g0702500
gene:Os03g0703000 gene:Os03g0703100
gene:Os03g0709100 gene:Os03g0709300
gene:Os03g0711400 gene:Os03g0711500
gene:Os03g0711425 gene:Os03g0711525
gene:Os03g0727000 gene:Os03g0727200
gene:Os03g0729200 gene:Os03g0729300
gene:Os03g0730400 gene:Os03g0730500
gene:Os03g0730500 gene:Os03g0730700
gene:Os03g0731900 gene:Os03g0732000
gene:Os03g0733900 gene:Os03g0734000
gene:Os03g0734000 gene:Os03g0734100
gene:Os03g0734100 gene:Os03g0734200
gene:Os03g0737300 gene:Os03g0737400
gene:Os03g0749100 gene:Os03g0749300
gene:Os03g0749300 gene:Os03g0749500
gene:Os03g0752800 gene:Os03g0753100
gene:Os03g0755100 gene:Os03g0755900
gene:Os03g0755600 gene:Os03g0755800
gene:Os03g0755625 gene:Os03g0755700
gene:Os03g0755700 gene:Os03g0756000
gene:Os03g0757000 gene:Os03g0757100
gene:Os03g0757000 gene:Os03g0757200
gene:Os03g0757100 gene:Os03g0757200
gene:Os03g0757100 gene:Os03g0757500
gene:Os03g0757200 gene:Os03g0757500
gene:Os03g0757200 gene:Os03g0757600
gene:Os03g0757500 gene:Os03g0757600
gene:Os03g0760000 gene:Os03g0760200
gene:Os03g0760200 gene:Os03g0760300
gene:Os03g0760200 gene:Os03g0760500
gene:Os03g0760300 gene:Os03g0760500
gene:Os03g0762300 gene:Os03g0762400
gene:Os03g0766100 gene:Os03g0766200
gene:Os03g0766100 gene:Os03g0766350
gene:Os03g0766200 gene:Os03g0766350
gene:Os03g0771500 gene:Os03g0772100
gene:Os03g0772600 gene:Os03g0772700
gene:Os03g0779000 gene:Os03g0779800
gene:Os03g0788600 gene:Os03g0788700
gene:Os03g0790700 gene:Os03g0790900
gene:Os03g0790801 gene:Os03g0791050
gene:Os03g0792900 gene:Os03g0793000
gene:Os03g0792900 gene:Os03g0793300
gene:Os03g0793000 gene:Os03g0793300
gene:Os03g0794200 gene:Os03g0794300
gene:Os03g0794200 gene:Os03g0794400
gene:Os03g0794300 gene:Os03g0794400
gene:Os03g0795600 gene:Os03g0795800
gene:Os03g0797000 gene:Os03g0797400
gene:Os03g0797400 gene:Os03g0797500
gene:Os03g0802500 gene:Os03g0802600
gene:Os03g0804500 gene:Os03g0804700
gene:Os03g0804600 gene:Os03g0804700
gene:Os03g0805600 gene:Os03g0805700
gene:Os03g0805700 gene:Os03g0805900
gene:Os03g0805733 gene:Os03g0805766
gene:Os03g0805733 gene:Os03g0806100
gene:Os03g0805766 gene:Os03g0806100
gene:Os03g0805900 gene:Os03g0806300
gene:Os03g0810600 gene:Os03g0810700
gene:Os03g0812400 gene:Os03g0812800
gene:Os03g0813200 gene:Os03g0814600
gene:Os03g0814200 gene:Os03g0814550
gene:Os03g0816700 gene:Os03g0816800
gene:Os03g0817500 gene:Os03g0817800
gene:Os03g0817800 gene:Os03g0817900
gene:Os03g0820300 gene:Os03g0820400
gene:Os03g0820500 gene:Os03g0820600
gene:Os03g0823301 gene:Os03g0823350
gene:Os03g0828300 gene:Os03g0828500
gene:Os03g0829100 gene:Os03g0829200
gene:Os03g0829900 gene:Os03g0830200
gene:Os03g0829900 gene:Os03g0830300
gene:Os03g0830200 gene:Os03g0830300
gene:Os03g0830200 gene:Os03g0830400
gene:Os03g0830300 gene:Os03g0830400
gene:Os03g0830300 gene:Os03g0830500
gene:Os03g0830400 gene:Os03g0830500
gene:Os03g0836300 gene:Os03g0836400
gene:Os03g0839700 gene:Os03g0839900
gene:Os03g0848700 gene:Os03g0849500
gene:Os03g0849800 gene:Os03g0849900
gene:Os03g0857500 gene:Os03g0857600
gene:Os04g0101100 gene:Os04g0101300
gene:Os04g0103500 gene:Os04g0103700
gene:Os04g0106400 gene:Os04g0107200
gene:Os04g0107200 gene:Os04g0107300
gene:Os04g0107200 gene:Os04g0107500
gene:Os04g0107300 gene:Os04g0107500
gene:Os04g0109100 gene:Os04g0109400
gene:Os04g0109500 gene:Os04g0110100
gene:Os04g0114801 gene:Os04g0115400
gene:Os04g0115650 gene:Os04g0115800
gene:Os04g0116200 gene:Os04g0116900
gene:Os04g0117900 gene:Os04g0118100
gene:Os04g0120100 gene:Os04g0120300
gene:Os04g0120100 gene:Os04g0121100
gene:Os04g0120300 gene:Os04g0120350
gene:Os04g0120300 gene:Os04g0121100
gene:Os04g0120350 gene:Os04g0121100
gene:Os04g0120350 gene:Os04g0121300
gene:Os04g0121100 gene:Os04g0121200
gene:Os04g0121100 gene:Os04g0121300
gene:Os04g0121200 gene:Os04g0121300
gene:Os04g0123800 gene:Os04g0125700
gene:Os04g0126600 gene:Os04g0127200
gene:Os04g0127200 gene:Os04g0127300
gene:Os04g0127200 gene:Os04g0127600
gene:Os04g0127300 gene:Os04g0127600
gene:Os04g0128001 gene:Os04g0128400
gene:Os04g0131850 gene:Os04g0131900
gene:Os04g0135400 gene:Os04g0136000
gene:Os04g0138800 gene:Os04g0140400
gene:Os04g0139100 gene:Os04g0141800
gene:Os04g0140400 gene:Os04g0141400
gene:Os04g0140666 gene:Os04g0141400
gene:Os04g0144300 gene:Os04g0147200
gene:Os04g0147200 gene:Os04g0150300
gene:Os04g0150300 gene:Os04g0152000
gene:Os04g0152000 gene:Os04g0152400
gene:Os04g0152000 gene:Os04g0152500
gene:Os04g0152400 gene:Os04g0152500
gene:Os04g0152400 gene:Os04g0153000
gene:Os04g0152500 gene:Os04g0153000
gene:Os04g0153000 gene:Os04g0153200
gene:Os04g0153000 gene:Os04g0154000
gene:Os04g0153200 gene:Os04g0154000
gene:Os04g0154000 gene:Os04g0154700
gene:Os04g0154700 gene:Os04g0154800
gene:Os04g0154800 gene:Os04g0156000
gene:Os04g0155200 gene:Os04g0156200
gene:Os04g0156200 gene:Os04g0158400
gene:Os04g0158400 gene:Os04g0160600
gene:Os04g0160600 gene:Os04g0161100
gene:Os04g0162800 gene:Os04g0163800
gene:Os04g0165900 gene:Os04g0166000
gene:Os04g0170866 gene:Os04g0171232
gene:Os04g0171600 gene:Os04g0171800
gene:Os04g0175600 gene:Os04g0175900
gene:Os04g0175600 gene:Os04g0176200
gene:Os04g0175900 gene:Os04g0176200
gene:Os04g0178300 gene:Os04g0179700
gene:Os04g0178400 gene:Os04g0180400
gene:Os04g0179100 gene:Os04g0179200
gene:Os04g0181901 gene:Os04g0182200
gene:Os04g0182850 gene:Os04g0183201
gene:Os04g0182900 gene:Os04g0183300
gene:Os04g0183201 gene:Os04g0183401
gene:Os04g0183300 gene:Os04g0183500
gene:Os04g0183401 gene:Os04g0184250
