jcvi_default	jcvi_diamond	jcvi_blast	quota_Anchor_diamond	quota_Anchor_blast	jcvi_default_part1	jcvi_default_part2	jcvi_default_part3	jcvi_diamond_part1	jcvi_diamond_part2	jcvi_diamond_part3	jcvi_blast_part1	jcvi_blast_part2	jcvi_blast_part3
gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb021030_gene:SORBI_3001G324900	gene:Zm00001eb021030_gene:SORBI_3001G324900	gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb006550_gene:SORBI_3001G477900		gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb006680_gene:SORBI_3001G476500	gene:Zm00001eb260630_gene:SORBI_3007G014600	gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb006630_gene:SORBI_3001G477100	gene:Zm00001eb281090_gene:SORBI_3010G126800
gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb021020_gene:SORBI_3001G325200	gene:Zm00001eb021020_gene:SORBI_3001G325200	gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb006560_gene:SORBI_3001G477800		gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb006700_gene:SORBI_3001G476300	gene:Zm00001eb283640_gene:SORBI_3009G066900	gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb006670_gene:SORBI_3001G476600	gene:Zm00001eb260630_gene:SORBI_3007G014600
gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb020980_gene:SORBI_3001G325600	gene:Zm00001eb020980_gene:SORBI_3001G325600	gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb006570_gene:SORBI_3001G477700		gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb006740_gene:SORBI_3001G476000	gene:Zm00001eb283800_gene:SORBI_3009G066900	gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb006680_gene:SORBI_3001G476500	gene:Zm00001eb283640_gene:SORBI_3009G066900
gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb020940_gene:SORBI_3001G326000	gene:Zm00001eb020940_gene:SORBI_3001G326000	gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb006590_gene:SORBI_3001G477600		gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb006850_gene:SORBI_3001G475500	gene:Zm00001eb284440_gene:SORBI_3009G095640	gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb006700_gene:SORBI_3001G476300	gene:Zm00001eb283800_gene:SORBI_3009G066900
gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb001880_gene:SORBI_3001G524200	gene:Zm00001eb001880_gene:SORBI_3001G524200	gene:Zm00001eb020900_gene:SORBI_3001G326200	gene:Zm00001eb020900_gene:SORBI_3001G326200	gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb006610_gene:SORBI_3001G477400		gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb006860_gene:SORBI_3001G475400	gene:Zm00001eb289910_gene:SORBI_3009G167000	gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb006740_gene:SORBI_3001G476000	gene:Zm00001eb284440_gene:SORBI_3009G095640
gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb001890_gene:SORBI_3001G524100	gene:Zm00001eb001890_gene:SORBI_3001G524100	gene:Zm00001eb020890_gene:SORBI_3001G326400	gene:Zm00001eb020890_gene:SORBI_3001G326400	gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb006630_gene:SORBI_3001G477100		gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb006910_gene:SORBI_3001G474500	gene:Zm00001eb291220_gene:SORBI_3009G180400	gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb006850_gene:SORBI_3001G475500	gene:Zm00001eb291220_gene:SORBI_3009G180400
gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb001900_gene:SORBI_3001G524000	gene:Zm00001eb001900_gene:SORBI_3001G524000	gene:Zm00001eb020870_gene:SORBI_3001G327700	gene:Zm00001eb020870_gene:SORBI_3001G327700	gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb006670_gene:SORBI_3001G476600		gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb006920_gene:SORBI_3001G474400	gene:Zm00001eb291800_gene:SORBI_3009G185501	gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb006860_gene:SORBI_3001G475400	gene:Zm00001eb296230_gene:SORBI_3009G236100
gene:Zm00001eb001880_gene:SORBI_3001G524200	gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb020860_gene:SORBI_3001G327800	gene:Zm00001eb020860_gene:SORBI_3001G327800	gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb006680_gene:SORBI_3001G476500		gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb006930_gene:SORBI_3001G474300	gene:Zm00001eb294730_gene:SORBI_3009G219700	gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb006910_gene:SORBI_3001G474500	gene:Zm00001eb296590_gene:SORBI_3009G241000
gene:Zm00001eb001890_gene:SORBI_3001G524100	gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb020850_gene:SORBI_3001G327900	gene:Zm00001eb020850_gene:SORBI_3001G327900	gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb006700_gene:SORBI_3001G476300		gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb006950_gene:SORBI_3001G474100	gene:Zm00001eb296230_gene:SORBI_3009G236100	gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb006920_gene:SORBI_3001G474400	gene:Zm00001eb296850_gene:SORBI_3009G244600
gene:Zm00001eb001900_gene:SORBI_3001G524000	gene:Zm00001eb001940_gene:SORBI_3001G523200	gene:Zm00001eb001940_gene:SORBI_3001G523200	gene:Zm00001eb020790_gene:SORBI_3001G328100	gene:Zm00001eb020790_gene:SORBI_3001G328100	gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb006720_gene:SORBI_3001G476100		gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb006970_gene:SORBI_3001G474001	gene:Zm00001eb296590_gene:SORBI_3009G241000	gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb006930_gene:SORBI_3001G474300	gene:Zm00001eb298830_gene:SORBI_3002G013600
gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb001970_gene:SORBI_3001G523000	gene:Zm00001eb001970_gene:SORBI_3001G523000	gene:Zm00001eb020780_gene:SORBI_3001G328200	gene:Zm00001eb020780_gene:SORBI_3001G328200	gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb006740_gene:SORBI_3001G476000		gene:Zm00001eb002660_gene:SORBI_3001G515800	gene:Zm00001eb007000_gene:SORBI_3001G473900	gene:Zm00001eb298830_gene:SORBI_3002G013400	gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb006950_gene:SORBI_3001G474100	gene:Zm00001eb299020_gene:SORBI_3002G019200
gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb001980_gene:SORBI_3001G522900	gene:Zm00001eb001980_gene:SORBI_3001G522900	gene:Zm00001eb020740_gene:SORBI_3001G328500	gene:Zm00001eb020740_gene:SORBI_3001G328500	gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb006850_gene:SORBI_3001G475500		gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb007050_gene:SORBI_3001G460800	gene:Zm00001eb299020_gene:SORBI_3002G019200	gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb006970_gene:SORBI_3001G474001	gene:Zm00001eb299100_gene:SORBI_3002G017600
gene:Zm00001eb001940_gene:SORBI_3001G523200	gene:Zm00001eb001990_gene:SORBI_3001G522700	gene:Zm00001eb001990_gene:SORBI_3001G522700	gene:Zm00001eb020720_gene:SORBI_3001G329001	gene:Zm00001eb020720_gene:SORBI_3001G329001	gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb006860_gene:SORBI_3001G475400		gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb007070_gene:SORBI_3001G461200	gene:Zm00001eb299170_gene:SORBI_3002G019200	gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb007000_gene:SORBI_3001G473900	gene:Zm00001eb299170_gene:SORBI_3002G019200
gene:Zm00001eb001960_gene:SORBI_3001G523000	gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb020710_gene:SORBI_3001G329100	gene:Zm00001eb020710_gene:SORBI_3001G329100	gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb006910_gene:SORBI_3001G474500		gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb007090_gene:SORBI_3001G461400	gene:Zm00001eb299820_gene:SORBI_3002G030650	gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb007050_gene:SORBI_3001G460800	gene:Zm00001eb302240_gene:SORBI_3002G061200
gene:Zm00001eb001980_gene:SORBI_3001G522900	gene:Zm00001eb002010_gene:SORBI_3001G522500	gene:Zm00001eb002010_gene:SORBI_3001G522500	gene:Zm00001eb020700_gene:SORBI_3001G329200	gene:Zm00001eb020700_gene:SORBI_3001G329200	gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb006920_gene:SORBI_3001G474400		gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb007150_gene:SORBI_3001G461900	gene:Zm00001eb304950_gene:SORBI_3002G105600	gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb007070_gene:SORBI_3001G461200	gene:Zm00001eb304950_gene:SORBI_3002G105600
gene:Zm00001eb001990_gene:SORBI_3001G522700	gene:Zm00001eb002020_gene:SORBI_3001G522400	gene:Zm00001eb002020_gene:SORBI_3001G522400	gene:Zm00001eb020690_gene:SORBI_3001G329300	gene:Zm00001eb020690_gene:SORBI_3001G329300	gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb006930_gene:SORBI_3001G474300		gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb007170_gene:SORBI_3001G462100	gene:Zm00001eb305320_gene:SORBI_3002G107900	gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb007090_gene:SORBI_3001G461400	gene:Zm00001eb306030_gene:SORBI_3002G118700
gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb002030_gene:SORBI_3001G522300	gene:Zm00001eb002030_gene:SORBI_3001G522300	gene:Zm00001eb020680_gene:SORBI_3001G329800	gene:Zm00001eb020680_gene:SORBI_3001G329800	gene:Zm00001eb002700_gene:SORBI_3001G515400	gene:Zm00001eb006970_gene:SORBI_3001G474001		gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb007180_gene:SORBI_3001G462200	gene:Zm00001eb306030_gene:SORBI_3002G118700	gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb007150_gene:SORBI_3001G461900	gene:Zm00001eb314830_gene:SORBI_3002G228100
gene:Zm00001eb002010_gene:SORBI_3001G522500	gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb020660_gene:SORBI_3001G330000	gene:Zm00001eb020660_gene:SORBI_3001G330000	gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb007000_gene:SORBI_3001G473900		gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb007240_gene:SORBI_3001G462900	gene:Zm00001eb311050_gene:SORBI_3002G183200	gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb007170_gene:SORBI_3001G462100	gene:Zm00001eb315150_gene:SORBI_3002G228100
gene:Zm00001eb002020_gene:SORBI_3001G522400	gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb020650_gene:SORBI_3001G330200	gene:Zm00001eb020640_gene:SORBI_3001G330100	gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb007050_gene:SORBI_3001G460800		gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb007270_gene:SORBI_3001G463100	gene:Zm00001eb311060_gene:SORBI_3002G183200	gene:Zm00001eb002850_gene:SORBI_3001G513600	gene:Zm00001eb007180_gene:SORBI_3001G462200	gene:Zm00001eb321070_gene:SORBI_3002G285300
gene:Zm00001eb002030_gene:SORBI_3001G522300	gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb020620_gene:SORBI_3001G330300	gene:Zm00001eb020630_gene:SORBI_3001G330200	gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb007070_gene:SORBI_3001G461200		gene:Zm00001eb002850_gene:SORBI_3001G513600	gene:Zm00001eb007320_gene:SORBI_3001G463400	gene:Zm00001eb314830_gene:SORBI_3002G228100	gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb007240_gene:SORBI_3001G462900	gene:Zm00001eb321100_gene:SORBI_3002G285300
gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb020610_gene:SORBI_3001G330400	gene:Zm00001eb020620_gene:SORBI_3001G330300	gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb007090_gene:SORBI_3001G461400		gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb007470_gene:SORBI_3001G463800	gene:Zm00001eb315150_gene:SORBI_3002G228100	gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb007270_gene:SORBI_3001G463100	gene:Zm00001eb322260_gene:SORBI_3002G311700
gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb020600_gene:SORBI_3001G330500	gene:Zm00001eb020610_gene:SORBI_3001G330400	gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb007110_gene:SORBI_3001G461500		gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb007510_gene:SORBI_3001G464000	gene:Zm00001eb321070_gene:SORBI_3002G285300	gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb007320_gene:SORBI_3001G463400	gene:Zm00001eb323300_gene:SORBI_3002G328500
gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb020590_gene:SORBI_3001G330700	gene:Zm00001eb020600_gene:SORBI_3001G330500	gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb007150_gene:SORBI_3001G461900		gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb007580_gene:SORBI_3001G464300	gene:Zm00001eb321100_gene:SORBI_3002G285300	gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb007470_gene:SORBI_3001G463800	gene:Zm00001eb332620_gene:SORBI_3003G135000
gene:Zm00001eb002090_gene:SORBI_3001G521850	gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb020530_gene:SORBI_3001G330925	gene:Zm00001eb020590_gene:SORBI_3001G330700	gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb007170_gene:SORBI_3001G462100		gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb007610_gene:SORBI_3001G464600	gene:Zm00001eb323300_gene:SORBI_3002G328500	gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb007510_gene:SORBI_3001G464000	gene:Zm00001eb335430_gene:SORBI_3003G082200
gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb020470_gene:SORBI_3001G331800	gene:Zm00001eb020530_gene:SORBI_3001G330925	gene:Zm00001eb002840_gene:SORBI_3001G513600	gene:Zm00001eb007180_gene:SORBI_3001G462200		gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb007640_gene:SORBI_3001G464800	gene:Zm00001eb323780_gene:SORBI_3002G335200	gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb007580_gene:SORBI_3001G464300	gene:Zm00001eb336020_gene:SORBI_3003G072000
gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb002240_gene:SORBI_3001G520200	gene:Zm00001eb002240_gene:SORBI_3001G520200	gene:Zm00001eb020430_gene:SORBI_3001G332200	gene:Zm00001eb020470_gene:SORBI_3001G331800	gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb007240_gene:SORBI_3001G462900		gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb007670_gene:SORBI_3001G465100	gene:Zm00001eb326780_gene:SORBI_3002G365801	gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb007610_gene:SORBI_3001G464600	gene:Zm00001eb338510_gene:SORBI_3003G019700
gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb020420_gene:SORBI_3001G332300	gene:Zm00001eb020430_gene:SORBI_3001G332200	gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb007270_gene:SORBI_3001G463100		gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb007730_gene:SORBI_3001G465800	gene:Zm00001eb326810_gene:SORBI_3002G365801	gene:Zm00001eb003120_gene:SORBI_3001G511400	gene:Zm00001eb007640_gene:SORBI_3001G464800	gene:Zm00001eb338560_gene:SORBI_3003G019800
gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb020410_gene:SORBI_3001G332400	gene:Zm00001eb020420_gene:SORBI_3001G332300	gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb007320_gene:SORBI_3001G463400		gene:Zm00001eb003120_gene:SORBI_3001G511400	gene:Zm00001eb007740_gene:SORBI_3001G466000	gene:Zm00001eb332620_gene:SORBI_3003G135000	gene:Zm00001eb003130_gene:SORBI_3001G511300	gene:Zm00001eb007670_gene:SORBI_3001G465100	gene:Zm00001eb360940_gene:SORBI_3003G268900
gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb020400_gene:SORBI_3001G332500	gene:Zm00001eb020410_gene:SORBI_3001G332400	gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb007470_gene:SORBI_3001G463800		gene:Zm00001eb003130_gene:SORBI_3001G511300	gene:Zm00001eb007800_gene:SORBI_3001G466900	gene:Zm00001eb336020_gene:SORBI_3003G072000	gene:Zm00001eb003150_gene:SORBI_3001G511100	gene:Zm00001eb007730_gene:SORBI_3001G465800	gene:Zm00001eb360950_gene:SORBI_3003G268900
gene:Zm00001eb002240_gene:SORBI_3001G520200	gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb020380_gene:SORBI_3001G332700	gene:Zm00001eb020400_gene:SORBI_3001G332500	gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb007510_gene:SORBI_3001G464000		gene:Zm00001eb003150_gene:SORBI_3001G511100	gene:Zm00001eb007810_gene:SORBI_3001G467000	gene:Zm00001eb338510_gene:SORBI_3003G019700	gene:Zm00001eb003170_gene:SORBI_3001G511000	gene:Zm00001eb007740_gene:SORBI_3001G466000	gene:Zm00001eb361540_gene:SORBI_3003G278100
gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb020370_gene:SORBI_3001G333100	gene:Zm00001eb020380_gene:SORBI_3001G332700	gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb007580_gene:SORBI_3001G464300		gene:Zm00001eb003170_gene:SORBI_3001G511000	gene:Zm00001eb007860_gene:SORBI_3001G467300	gene:Zm00001eb338560_gene:SORBI_3003G019800	gene:Zm00001eb003190_gene:SORBI_3001G510700	gene:Zm00001eb007800_gene:SORBI_3001G466900	gene:Zm00001eb363180_gene:SORBI_3003G423500
gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb002310_gene:SORBI_3001G519100	gene:Zm00001eb002310_gene:SORBI_3001G519100	gene:Zm00001eb020360_gene:SORBI_3001G333200	gene:Zm00001eb020370_gene:SORBI_3001G333100	gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb007610_gene:SORBI_3001G464600		gene:Zm00001eb003190_gene:SORBI_3001G510700	gene:Zm00001eb007870_gene:SORBI_3001G467500	gene:Zm00001eb360230_gene:SORBI_3003G256700	gene:Zm00001eb003200_gene:SORBI_3001G510600	gene:Zm00001eb007810_gene:SORBI_3001G467000	gene:Zm00001eb367900_gene:SORBI_3003G352700
gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb020350_gene:SORBI_3001G333300	gene:Zm00001eb020360_gene:SORBI_3001G333200	gene:Zm00001eb003120_gene:SORBI_3001G511400	gene:Zm00001eb007640_gene:SORBI_3001G464800		gene:Zm00001eb003200_gene:SORBI_3001G510600	gene:Zm00001eb007920_gene:SORBI_3001G468000	gene:Zm00001eb360940_gene:SORBI_3003G268900	gene:Zm00001eb003230_gene:SORBI_3001G510300	gene:Zm00001eb007860_gene:SORBI_3001G467300	gene:Zm00001eb371350_gene:SORBI_3003G290700
gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb020340_gene:SORBI_3001G333400	gene:Zm00001eb020350_gene:SORBI_3001G333300	gene:Zm00001eb003130_gene:SORBI_3001G511300	gene:Zm00001eb007670_gene:SORBI_3001G465100		gene:Zm00001eb003230_gene:SORBI_3001G510300	gene:Zm00001eb007960_gene:SORBI_3001G468500	gene:Zm00001eb360950_gene:SORBI_3003G268900	gene:Zm00001eb003330_gene:SORBI_3001G509700	gene:Zm00001eb007870_gene:SORBI_3001G467500	gene:Zm00001eb344070_gene:SORBI_3009G241000
gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb020330_gene:SORBI_3001G333500	gene:Zm00001eb020340_gene:SORBI_3001G333400	gene:Zm00001eb003150_gene:SORBI_3001G511100	gene:Zm00001eb007730_gene:SORBI_3001G465800		gene:Zm00001eb003330_gene:SORBI_3001G509700	gene:Zm00001eb008100_gene:SORBI_3001G469933	gene:Zm00001eb371350_gene:SORBI_3003G290700	gene:Zm00001eb003340_gene:SORBI_3001G509600	gene:Zm00001eb007920_gene:SORBI_3001G468000	gene:Zm00001eb346960_gene:SORBI_3009G066900
gene:Zm00001eb002310_gene:SORBI_3001G519100	gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb020320_gene:SORBI_3001G333600	gene:Zm00001eb020330_gene:SORBI_3001G333500	gene:Zm00001eb003170_gene:SORBI_3001G511000	gene:Zm00001eb007740_gene:SORBI_3001G466000		gene:Zm00001eb003340_gene:SORBI_3001G509600	gene:Zm00001eb008130_gene:SORBI_3001G470100	gene:Zm00001eb344070_gene:SORBI_3009G241000	gene:Zm00001eb003360_gene:SORBI_3001G509300	gene:Zm00001eb007960_gene:SORBI_3001G468500	gene:Zm00001eb391350_gene:SORBI_3001G300900
gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb020300_gene:SORBI_3001G333700	gene:Zm00001eb020320_gene:SORBI_3001G333600	gene:Zm00001eb003190_gene:SORBI_3001G510700	gene:Zm00001eb007800_gene:SORBI_3001G466900		gene:Zm00001eb003400_gene:SORBI_3001G509100	gene:Zm00001eb008150_gene:SORBI_3001G470400	gene:Zm00001eb346960_gene:SORBI_3009G066900	gene:Zm00001eb003400_gene:SORBI_3001G509100	gene:Zm00001eb008100_gene:SORBI_3001G469933	gene:Zm00001eb391450_gene:SORBI_3001G300900
gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb002430_gene:SORBI_3001G518400	gene:Zm00001eb002430_gene:SORBI_3001G518400	gene:Zm00001eb020280_gene:SORBI_3001G333800	gene:Zm00001eb020300_gene:SORBI_3001G333700	gene:Zm00001eb003200_gene:SORBI_3001G510600	gene:Zm00001eb007810_gene:SORBI_3001G467000		gene:Zm00001eb003440_gene:SORBI_3001G508800	gene:Zm00001eb008160_gene:SORBI_3001G470600	gene:Zm00001eb391350_gene:SORBI_3001G300900	gene:Zm00001eb003440_gene:SORBI_3001G508800	gene:Zm00001eb008130_gene:SORBI_3001G470100	gene:Zm00001eb391690_gene:SORBI_3001G304100
gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb020260_gene:SORBI_3001G333900	gene:Zm00001eb020280_gene:SORBI_3001G333800	gene:Zm00001eb003230_gene:SORBI_3001G510300	gene:Zm00001eb007860_gene:SORBI_3001G467300		gene:Zm00001eb003450_gene:SORBI_3001G508532	gene:Zm00001eb008200_gene:SORBI_3001G471200	gene:Zm00001eb391450_gene:SORBI_3001G300900	gene:Zm00001eb003450_gene:SORBI_3001G508532	gene:Zm00001eb008150_gene:SORBI_3001G470400	gene:Zm00001eb397280_gene:SORBI_3001G412800
