query_gene	ref_gene	query_chr	ref_chr	query_index	ref_index	Type
gene:Zm00001eb205190	gene:SORBI_3004G093600	4	4	3640	975	shared_gene_pairs
gene:Zm00001eb205200	gene:SORBI_3004G093400	4	4	3641	973	shared_gene_pairs
gene:Zm00001eb205210	gene:SORBI_3004G093200	4	4	3642	971	shared_gene_pairs
gene:Zm00001eb205230	gene:SORBI_3004G093100	4	4	3644	970	shared_gene_pairs
gene:Zm00001eb205240	gene:SORBI_3004G093000	4	4	3645	969	shared_gene_pairs
gene:Zm00001eb205250	gene:SORBI_3004G092500	4	4	3646	963	shared_gene_pairs
gene:Zm00001eb205260	gene:SORBI_3004G092400	4	4	3647	962	shared_gene_pairs
gene:Zm00001eb205270	gene:SORBI_3004G092300	4	4	3648	960	shared_gene_pairs
gene:Zm00001eb205280	gene:SORBI_3004G091600	4	4	3649	953	shared_gene_pairs
gene:Zm00001eb205290	gene:SORBI_3004G091200	4	4	3651	949	shared_gene_pairs
gene:Zm00001eb205310	gene:SORBI_3004G091000	4	4	3652	947	shared_gene_pairs
gene:Zm00001eb205340	gene:SORBI_3004G090500	4	4	3654	943	quota_align
gene:Zm00001eb205350	gene:SORBI_3004G089300	4	4	3655	930	shared_gene_pairs
gene:Zm00001eb205370	gene:SORBI_3004G089100	4	4	3657	928	shared_gene_pairs
gene:Zm00001eb205380	gene:SORBI_3004G088900	4	4	3658	926	shared_gene_pairs
gene:Zm00001eb205410	gene:SORBI_3004G088700	4	4	3661	924	shared_gene_pairs
gene:Zm00001eb205430	gene:SORBI_3004G088501	4	4	3662	921	shared_gene_pairs
gene:Zm00001eb205450	gene:SORBI_3004G088400	4	4	3663	919	shared_gene_pairs
gene:Zm00001eb205470	gene:SORBI_3004G088200	4	4	3664	917	shared_gene_pairs
gene:Zm00001eb205480	gene:SORBI_3004G087700	4	4	3665	911	quota_Anchor
gene:Zm00001eb205480	gene:SORBI_3004G087800	4	4	3665	913	quota_align
gene:Zm00001eb205490	gene:SORBI_3004G087600	4	4	3666	910	shared_gene_pairs
gene:Zm00001eb205500	gene:SORBI_3004G086600	4	4	3667	898	shared_gene_pairs
gene:Zm00001eb205510	gene:SORBI_3004G086400	4	4	3668	896	shared_gene_pairs
gene:Zm00001eb205540	gene:SORBI_3004G086200	4	4	3670	894	shared_gene_pairs
gene:Zm00001eb205550	gene:SORBI_3004G086000	4	4	3671	891	shared_gene_pairs
gene:Zm00001eb205560	gene:SORBI_3004G085900	4	4	3672	890	shared_gene_pairs
gene:Zm00001eb205580	gene:SORBI_3004G085300	4	4	3674	884	shared_gene_pairs
gene:Zm00001eb205590	gene:SORBI_3004G085200	4	4	3675	883	shared_gene_pairs
gene:Zm00001eb205610	gene:SORBI_3004G084500	4	4	3677	876	shared_gene_pairs
gene:Zm00001eb205620	gene:SORBI_3004G084400	4	4	3678	875	shared_gene_pairs
gene:Zm00001eb205750	gene:SORBI_3004G084100	4	4	3690	872	quota_align
gene:Zm00001eb205760	gene:SORBI_3004G084200	4	4	3691	873	shared_gene_pairs
gene:Zm00001eb205770	gene:SORBI_3004G083700	4	4	3692	870	shared_gene_pairs
gene:Zm00001eb205780	gene:SORBI_3004G083300	4	4	3693	866	shared_gene_pairs
gene:Zm00001eb205790	gene:SORBI_3004G083200	4	4	3694	864	shared_gene_pairs
gene:Zm00001eb205810	gene:SORBI_3004G083000	4	4	3696	862	shared_gene_pairs
gene:Zm00001eb205820	gene:SORBI_3004G082900	4	4	3697	861	shared_gene_pairs
gene:Zm00001eb205830	gene:SORBI_3004G082500	4	4	3698	857	shared_gene_pairs
gene:Zm00001eb205840	gene:SORBI_3004G082200	4	4	3699	854	shared_gene_pairs
gene:Zm00001eb205850	gene:SORBI_3004G082050	4	4	3700	851	shared_gene_pairs
gene:Zm00001eb205860	gene:SORBI_3004G082000	4	4	3701	850	shared_gene_pairs
gene:Zm00001eb205880	gene:SORBI_3004G081900	4	4	3702	849	quota_Anchor
gene:Zm00001eb205890	gene:SORBI_3004G081800	4	4	3703	848	shared_gene_pairs
gene:Zm00001eb205910	gene:SORBI_3004G080800	4	4	3704	838	shared_gene_pairs
gene:Zm00001eb205920	gene:SORBI_3004G080500	4	4	3705	835	shared_gene_pairs
gene:Zm00001eb205930	gene:SORBI_3004G080100	4	4	3706	830	shared_gene_pairs
gene:Zm00001eb205940	gene:SORBI_3004G080000	4	4	3707	829	shared_gene_pairs
gene:Zm00001eb205950	gene:SORBI_3004G079800	4	4	3708	827	shared_gene_pairs
gene:Zm00001eb205960	gene:SORBI_3004G079700	4	4	3709	826	shared_gene_pairs
gene:Zm00001eb205970	gene:SORBI_3004G079200	4	4	3710	822	shared_gene_pairs
gene:Zm00001eb205990	gene:SORBI_3004G079100	4	4	3713	821	shared_gene_pairs
gene:Zm00001eb206010	gene:SORBI_3004G079000	4	4	3714	820	shared_gene_pairs
gene:Zm00001eb206030	gene:SORBI_3004G078700	4	4	3716	816	shared_gene_pairs
gene:Zm00001eb206040	gene:SORBI_3004G078600	4	4	3717	815	shared_gene_pairs
gene:Zm00001eb206050	gene:SORBI_3004G078500	4	4	3718	814	shared_gene_pairs
gene:Zm00001eb206070	gene:SORBI_3004G078300	4	4	3720	812	shared_gene_pairs
gene:Zm00001eb206080	gene:SORBI_3004G078100	4	4	3721	810	shared_gene_pairs
gene:Zm00001eb206090	gene:SORBI_3004G078000	4	4	3722	809	quota_align
gene:Zm00001eb206100	gene:SORBI_3004G078000	4	4	3723	809	quota_Anchor
gene:Zm00001eb206110	gene:SORBI_3004G077900	4	4	3724	808	shared_gene_pairs
gene:Zm00001eb206120	gene:SORBI_3004G077600	4	4	3725	805	shared_gene_pairs
gene:Zm00001eb206130	gene:SORBI_3004G077300	4	4	3726	802	shared_gene_pairs
gene:Zm00001eb206150	gene:SORBI_3004G077200	4	4	3727	801	shared_gene_pairs
gene:Zm00001eb206210	gene:SORBI_3004G077100	4	4	3732	800	quota_Anchor
gene:Zm00001eb206220	gene:SORBI_3004G076100	4	4	3733	790	shared_gene_pairs
gene:Zm00001eb206230	gene:SORBI_3004G075900	4	4	3734	788	shared_gene_pairs
gene:Zm00001eb206240	gene:SORBI_3004G075700	4	4	3735	786	shared_gene_pairs
gene:Zm00001eb206250	gene:SORBI_3004G075200	4	4	3736	780	shared_gene_pairs
gene:Zm00001eb206300	gene:SORBI_3004G074900	4	4	3741	777	shared_gene_pairs
gene:Zm00001eb206320	gene:SORBI_3004G074700	4	4	3743	776	quota_Anchor
gene:Zm00001eb206330	gene:SORBI_3004G074600	4	4	3744	775	shared_gene_pairs
gene:Zm00001eb206340	gene:SORBI_3004G074200	4	4	3745	771	quota_Anchor
gene:Zm00001eb206350	gene:SORBI_3004G073600	4	4	3746	766	shared_gene_pairs
gene:Zm00001eb206360	gene:SORBI_3004G073100	4	4	3747	760	shared_gene_pairs
gene:Zm00001eb206370	gene:SORBI_3004G072200	4	4	3748	753	quota_Anchor
gene:Zm00001eb206370	gene:SORBI_3004G072800	4	4	3748	756	quota_align
gene:Zm00001eb206380	gene:SORBI_3004G072000	4	4	3749	749	shared_gene_pairs
gene:Zm00001eb206400	gene:SORBI_3004G071200	4	4	3751	738	shared_gene_pairs
gene:Zm00001eb206410	gene:SORBI_3004G070800	4	4	3752	733	shared_gene_pairs
gene:Zm00001eb206420	gene:SORBI_3004G070600	4	4	3753	731	shared_gene_pairs
gene:Zm00001eb206430	gene:SORBI_3004G070200	4	4	3754	727	shared_gene_pairs
gene:Zm00001eb206440	gene:SORBI_3004G070100	4	4	3755	725	shared_gene_pairs
gene:Zm00001eb206470	gene:SORBI_3004G069850	4	4	3756	723	shared_gene_pairs
gene:Zm00001eb206480	gene:SORBI_3004G069500	4	4	3757	720	shared_gene_pairs
gene:Zm00001eb206490	gene:SORBI_3004G069200	4	4	3758	717	shared_gene_pairs
gene:Zm00001eb206500	gene:SORBI_3004G069000	4	4	3759	715	shared_gene_pairs
gene:Zm00001eb206510	gene:SORBI_3004G068300	4	4	3760	706	shared_gene_pairs
gene:Zm00001eb206520	gene:SORBI_3004G068200	4	4	3761	705	shared_gene_pairs
gene:Zm00001eb206530	gene:SORBI_3004G063400	4	4	3762	653	shared_gene_pairs
gene:Zm00001eb206560	gene:SORBI_3004G063600	4	4	3764	655	shared_gene_pairs
gene:Zm00001eb206610	gene:SORBI_3004G064200	4	4	3769	660	shared_gene_pairs
gene:Zm00001eb206620	gene:SORBI_3004G064500	4	4	3770	663	shared_gene_pairs
gene:Zm00001eb206650	gene:SORBI_3004G064600	4	4	3773	664	shared_gene_pairs
gene:Zm00001eb206660	gene:SORBI_3004G064800	4	4	3774	666	shared_gene_pairs
gene:Zm00001eb206670	gene:SORBI_3004G064900	4	4	3775	667	shared_gene_pairs
gene:Zm00001eb206680	gene:SORBI_3004G065000	4	4	3776	668	shared_gene_pairs
gene:Zm00001eb206700	gene:SORBI_3004G065300	4	4	3777	671	shared_gene_pairs
gene:Zm00001eb206720	gene:SORBI_3004G065400	4	4	3779	672	shared_gene_pairs
gene:Zm00001eb206730	gene:SORBI_3004G065900	4	4	3780	679	quota_Anchor
gene:Zm00001eb206740	gene:SORBI_3004G066200	4	4	3781	683	shared_gene_pairs
gene:Zm00001eb206750	gene:SORBI_3004G067000	4	4	3782	691	shared_gene_pairs
gene:Zm00001eb206760	gene:SORBI_3004G067100	4	4	3783	693	shared_gene_pairs
gene:Zm00001eb206790	gene:SORBI_3004G067500	4	4	3786	697	quota_align
gene:Zm00001eb206800	gene:SORBI_3004G063100	4	4	3787	650	shared_gene_pairs
gene:Zm00001eb206810	gene:SORBI_3004G062400	4	4	3788	644	shared_gene_pairs
gene:Zm00001eb206820	gene:SORBI_3004G062300	4	4	3789	643	shared_gene_pairs
gene:Zm00001eb206830	gene:SORBI_3004G062100	4	4	3790	641	shared_gene_pairs
gene:Zm00001eb206840	gene:SORBI_3004G062000	4	4	3791	640	shared_gene_pairs
gene:Zm00001eb206870	gene:SORBI_3004G061200	4	4	3793	632	shared_gene_pairs
gene:Zm00001eb206880	gene:SORBI_3004G060900	4	4	3794	630	shared_gene_pairs
gene:Zm00001eb206900	gene:SORBI_3004G060600	4	4	3795	626	shared_gene_pairs
gene:Zm00001eb206910	gene:SORBI_3004G060300	4	4	3796	623	shared_gene_pairs
gene:Zm00001eb206930	gene:SORBI_3004G060100	4	4	3798	622	shared_gene_pairs
gene:Zm00001eb206940	gene:SORBI_3004G060000	4	4	3799	621	shared_gene_pairs
gene:Zm00001eb206980	gene:SORBI_3004G059200	4	4	3801	615	shared_gene_pairs
gene:Zm00001eb206990	gene:SORBI_3004G059000	4	4	3802	613	quota_Anchor
gene:Zm00001eb207010	gene:SORBI_3004G058900	4	4	3804	612	shared_gene_pairs
gene:Zm00001eb207020	gene:SORBI_3004G059000	4	4	3805	613	quota_align
gene:Zm00001eb207050	gene:SORBI_3004G058600	4	4	3808	609	shared_gene_pairs
gene:Zm00001eb207060	gene:SORBI_3004G058500	4	4	3809	608	shared_gene_pairs
gene:Zm00001eb207070	gene:SORBI_3004G058300	4	4	3810	606	shared_gene_pairs
gene:Zm00001eb207080	gene:SORBI_3004G057900	4	4	3811	601	shared_gene_pairs
gene:Zm00001eb207090	gene:SORBI_3004G057400	4	4	3812	597	shared_gene_pairs
gene:Zm00001eb207120	gene:SORBI_3004G057200	4	4	3815	595	shared_gene_pairs
gene:Zm00001eb207130	gene:SORBI_3004G056900	4	4	3816	592	shared_gene_pairs
gene:Zm00001eb207140	gene:SORBI_3004G056700	4	4	3817	590	quota_Anchor
gene:Zm00001eb207260	gene:SORBI_3004G056700	4	4	3829	590	quota_align
gene:Zm00001eb207270	gene:SORBI_3004G056400	4	4	3830	587	shared_gene_pairs
gene:Zm00001eb207280	gene:SORBI_3004G056300	4	4	3831	585	shared_gene_pairs
gene:Zm00001eb207290	gene:SORBI_3004G055700	4	4	3832	579	shared_gene_pairs
gene:Zm00001eb207300	gene:SORBI_3004G055500	4	4	3833	577	shared_gene_pairs
gene:Zm00001eb207310	gene:SORBI_3004G051600	4	4	3834	539	quota_align
gene:Zm00001eb207360	gene:SORBI_3004G054400	4	4	3837	567	quota_align
gene:Zm00001eb207370	gene:SORBI_3004G054500	4	4	3838	568	shared_gene_pairs
gene:Zm00001eb207380	gene:SORBI_3004G053900	4	4	3839	562	shared_gene_pairs
gene:Zm00001eb207390	gene:SORBI_3004G053500	4	4	3840	558	shared_gene_pairs
gene:Zm00001eb207400	gene:SORBI_3004G053400	4	4	3841	557	shared_gene_pairs
gene:Zm00001eb207410	gene:SORBI_3004G053000	4	4	3842	553	shared_gene_pairs
gene:Zm00001eb207420	gene:SORBI_3004G052200	4	4	3843	545	shared_gene_pairs
gene:Zm00001eb207430	gene:SORBI_3004G052000	4	4	3844	543	shared_gene_pairs
gene:Zm00001eb207450	gene:SORBI_3004G051900	4	4	3846	541	shared_gene_pairs
gene:Zm00001eb207490	gene:SORBI_3004G051700	4	4	3849	540	shared_gene_pairs
gene:Zm00001eb207520	gene:SORBI_3004G051401	4	4	3851	537	shared_gene_pairs
gene:Zm00001eb207530	gene:SORBI_3004G051300	4	4	3852	536	shared_gene_pairs
gene:Zm00001eb207540	gene:SORBI_3004G051200	4	4	3853	535	shared_gene_pairs
gene:Zm00001eb207560	gene:SORBI_3004G051000	4	4	3855	531	shared_gene_pairs
gene:Zm00001eb207570	gene:SORBI_3004G050700	4	4	3856	528	quota_align
gene:Zm00001eb207580	gene:SORBI_3004G050600	4	4	3857	527	shared_gene_pairs
gene:Zm00001eb207600	gene:SORBI_3004G050400	4	4	3858	526	shared_gene_pairs
gene:Zm00001eb207640	gene:SORBI_3004G049800	4	4	3862	520	shared_gene_pairs
gene:Zm00001eb207650	gene:SORBI_3004G049700	4	4	3863	519	shared_gene_pairs
gene:Zm00001eb207660	gene:SORBI_3004G049400	4	4	3864	516	shared_gene_pairs
gene:Zm00001eb207680	gene:SORBI_3004G049300	4	4	3866	515	shared_gene_pairs
gene:Zm00001eb207690	gene:SORBI_3004G049100	4	4	3867	513	shared_gene_pairs
gene:Zm00001eb207700	gene:SORBI_3004G048900	4	4	3868	511	shared_gene_pairs
gene:Zm00001eb207710	gene:SORBI_3004G048100	4	4	3869	503	shared_gene_pairs
gene:Zm00001eb207720	gene:SORBI_3004G048000	4	4	3870	502	shared_gene_pairs
gene:Zm00001eb207750	gene:SORBI_3004G045100	4	4	3873	471	quota_align
gene:Zm00001eb207760	gene:SORBI_3004G047500	4	4	3874	497	shared_gene_pairs
gene:Zm00001eb207770	gene:SORBI_3004G047400	4	4	3875	496	shared_gene_pairs
gene:Zm00001eb207780	gene:SORBI_3004G047200	4	4	3876	494	shared_gene_pairs
gene:Zm00001eb207790	gene:SORBI_3004G047100	4	4	3877	493	shared_gene_pairs
gene:Zm00001eb207800	gene:SORBI_3004G046600	4	4	3878	487	shared_gene_pairs
gene:Zm00001eb207820	gene:SORBI_3004G046500	4	4	3880	486	shared_gene_pairs
gene:Zm00001eb207830	gene:SORBI_3004G046400	4	4	3881	485	shared_gene_pairs
gene:Zm00001eb207840	gene:SORBI_3004G045400	4	4	3882	474	shared_gene_pairs
gene:Zm00001eb207850	gene:SORBI_3004G045300	4	4	3883	473	shared_gene_pairs
gene:Zm00001eb207870	gene:SORBI_3004G045500	4	4	3885	475	quota_align
gene:Zm00001eb207890	gene:SORBI_3004G044800	4	4	3887	468	shared_gene_pairs
gene:Zm00001eb207900	gene:SORBI_3004G044000	4	4	3888	460	shared_gene_pairs
gene:Zm00001eb207920	gene:SORBI_3004G043750	4	4	3890	458	shared_gene_pairs
gene:Zm00001eb207930	gene:SORBI_3004G043600	4	4	3891	457	shared_gene_pairs
gene:Zm00001eb207950	gene:SORBI_3004G042900	4	4	3893	450	shared_gene_pairs
gene:Zm00001eb207960	gene:SORBI_3004G042800	4	4	3894	449	shared_gene_pairs
gene:Zm00001eb207970	gene:SORBI_3004G042300	4	4	3895	444	shared_gene_pairs
gene:Zm00001eb207980	gene:SORBI_3004G042000	4	4	3896	441	shared_gene_pairs
gene:Zm00001eb207990	gene:SORBI_3004G041800	4	4	3897	439	quota_Anchor
gene:Zm00001eb208000	gene:SORBI_3004G041600	4	4	3898	437	shared_gene_pairs
gene:Zm00001eb208010	gene:SORBI_3004G041500	4	4	3899	436	shared_gene_pairs
gene:Zm00001eb208020	gene:SORBI_3004G041100	4	4	3900	433	shared_gene_pairs
gene:Zm00001eb208030	gene:SORBI_3004G040900	4	4	3901	431	shared_gene_pairs
gene:Zm00001eb208040	gene:SORBI_3004G040100	4	4	3902	422	shared_gene_pairs
gene:Zm00001eb208050	gene:SORBI_3004G039600	4	4	3903	416	shared_gene_pairs
gene:Zm00001eb208060	gene:SORBI_3004G039200	4	4	3904	412	shared_gene_pairs
gene:Zm00001eb208070	gene:SORBI_3004G039100	4	4	3905	411	shared_gene_pairs
gene:Zm00001eb208090	gene:SORBI_3004G038700	4	4	3906	406	shared_gene_pairs
gene:Zm00001eb208100	gene:SORBI_3004G038000	4	4	3907	399	shared_gene_pairs
gene:Zm00001eb208110	gene:SORBI_3004G037900	4	4	3908	398	shared_gene_pairs
gene:Zm00001eb208120	gene:SORBI_3004G037600	4	4	3909	395	shared_gene_pairs
gene:Zm00001eb208140	gene:SORBI_3004G037200	4	4	3911	391	quota_Anchor
gene:Zm00001eb208140	gene:SORBI_3004G037100	4	4	3911	390	quota_align
gene:Zm00001eb208150	gene:SORBI_3004G036900	4	4	3912	388	shared_gene_pairs
gene:Zm00001eb208200	gene:SORBI_3004G017500	4	4	3917	179	shared_gene_pairs
gene:Zm00001eb208210	gene:SORBI_3004G017700	4	4	3918	181	shared_gene_pairs
gene:Zm00001eb208220	gene:SORBI_3004G017800	4	4	3919	182	shared_gene_pairs
gene:Zm00001eb208230	gene:SORBI_3004G017900	4	4	3920	183	shared_gene_pairs
gene:Zm00001eb208240	gene:SORBI_3004G018000	4	4	3921	185	shared_gene_pairs
gene:Zm00001eb208250	gene:SORBI_3004G018100	4	4	3922	186	shared_gene_pairs
gene:Zm00001eb208310	gene:SORBI_3004G018200	4	4	3927	188	shared_gene_pairs
gene:Zm00001eb208320	gene:SORBI_3004G018300	4	4	3928	189	shared_gene_pairs
gene:Zm00001eb208350	gene:SORBI_3004G018700	4	4	3930	192	shared_gene_pairs
gene:Zm00001eb208370	gene:SORBI_3004G018800	4	4	3931	193	shared_gene_pairs
gene:Zm00001eb208380	gene:SORBI_3004G018900	4	4	3932	194	quota_align
gene:Zm00001eb208400	gene:SORBI_3004G019100	4	4	3934	196	quota_Anchor
gene:Zm00001eb208420	gene:SORBI_3004G019600	4	4	3935	203	shared_gene_pairs
gene:Zm00001eb208430	gene:SORBI_3004G020000	4	4	3936	207	shared_gene_pairs
gene:Zm00001eb208440	gene:SORBI_3004G020100	4	4	3937	208	shared_gene_pairs
gene:Zm00001eb208490	gene:SORBI_3004G020700	4	4	3940	215	shared_gene_pairs
gene:Zm00001eb208500	gene:SORBI_3004G020800	4	4	3941	216	shared_gene_pairs
gene:Zm00001eb208510	gene:SORBI_3004G020900	4	4	3942	217	shared_gene_pairs
gene:Zm00001eb208520	gene:SORBI_3004G021000	4	4	3943	218	shared_gene_pairs
gene:Zm00001eb208530	gene:SORBI_3004G021100	4	4	3944	219	shared_gene_pairs
gene:Zm00001eb208540	gene:SORBI_3004G021300	4	4	3945	221	shared_gene_pairs
gene:Zm00001eb208550	gene:SORBI_3004G021500	4	4	3946	223	shared_gene_pairs
gene:Zm00001eb208560	gene:SORBI_3004G021700	4	4	3947	225	quota_Anchor
gene:Zm00001eb208560	gene:SORBI_3004G021600	4	4	3947	224	quota_align
gene:Zm00001eb208570	gene:SORBI_3004G023000	4	4	3948	241	shared_gene_pairs
gene:Zm00001eb208580	gene:SORBI_3004G023200	4	4	3949	243	quota_align
gene:Zm00001eb208580	gene:SORBI_3004G023300	4	4	3949	244	quota_Anchor
gene:Zm00001eb208610	gene:SORBI_3004G023900	4	4	3952	252	quota_Anchor
gene:Zm00001eb208690	gene:SORBI_3004G024200	4	4	3958	255	shared_gene_pairs
gene:Zm00001eb208700	gene:SORBI_3004G024600	4	4	3959	260	quota_Anchor
gene:Zm00001eb208710	gene:SORBI_3004G024700	4	4	3960	261	shared_gene_pairs
gene:Zm00001eb208730	gene:SORBI_3004G024800	4	4	3962	262	shared_gene_pairs
gene:Zm00001eb208740	gene:SORBI_3004G025400	4	4	3963	267	shared_gene_pairs
gene:Zm00001eb208750	gene:SORBI_3004G025500	4	4	3964	268	shared_gene_pairs
gene:Zm00001eb208760	gene:SORBI_3004G023900	4	4	3965	252	quota_align
gene:Zm00001eb208770	gene:SORBI_3004G025900	4	4	3966	272	shared_gene_pairs
gene:Zm00001eb208780	gene:SORBI_3004G026000	4	4	3967	273	shared_gene_pairs
gene:Zm00001eb208790	gene:SORBI_3004G026100	4	4	3968	274	shared_gene_pairs
gene:Zm00001eb208800	gene:SORBI_3004G026200	4	4	3969	275	shared_gene_pairs
gene:Zm00001eb208810	gene:SORBI_3004G026300	4	4	3970	276	shared_gene_pairs
gene:Zm00001eb208820	gene:SORBI_3004G026400	4	4	3971	277	shared_gene_pairs
gene:Zm00001eb208830	gene:SORBI_3004G026700	4	4	3972	280	shared_gene_pairs
gene:Zm00001eb208840	gene:SORBI_3004G027500	4	4	3973	288	shared_gene_pairs
gene:Zm00001eb208860	gene:SORBI_3004G027300	4	4	3975	286	quota_align
gene:Zm00001eb208880	gene:SORBI_3004G027200	4	4	3977	285	quota_align
gene:Zm00001eb208900	gene:SORBI_3004G027600	4	4	3979	289	shared_gene_pairs
gene:Zm00001eb208910	gene:SORBI_3004G027800	4	4	3980	291	shared_gene_pairs
gene:Zm00001eb208920	gene:SORBI_3004G028100	4	4	3981	294	shared_gene_pairs
gene:Zm00001eb208940	gene:SORBI_3004G028300	4	4	3983	296	shared_gene_pairs
gene:Zm00001eb208960	gene:SORBI_3004G028400	4	4	3985	297	shared_gene_pairs
gene:Zm00001eb208970	gene:SORBI_3004G028500	4	4	3986	298	shared_gene_pairs
gene:Zm00001eb208980	gene:SORBI_3004G029300	4	4	3987	307	quota_align
gene:Zm00001eb208980	gene:SORBI_3004G029450	4	4	3987	309	quota_Anchor
gene:Zm00001eb209000	gene:SORBI_3004G030000	4	4	3988	317	shared_gene_pairs
gene:Zm00001eb209010	gene:SORBI_3004G030100	4	4	3989	318	shared_gene_pairs
gene:Zm00001eb209020	gene:SORBI_3004G030400	4	4	3990	321	shared_gene_pairs
gene:Zm00001eb209030	gene:SORBI_3004G030600	4	4	3991	323	shared_gene_pairs
gene:Zm00001eb209040	gene:SORBI_3004G030700	4	4	3992	324	shared_gene_pairs
gene:Zm00001eb209070	gene:SORBI_3004G031100	4	4	3994	330	shared_gene_pairs
gene:Zm00001eb209080	gene:SORBI_3004G031700	4	4	3995	336	shared_gene_pairs
gene:Zm00001eb209100	gene:SORBI_3004G031800	4	4	3997	337	shared_gene_pairs
gene:Zm00001eb209110	gene:SORBI_3004G032000	4	4	3998	339	quota_Anchor
gene:Zm00001eb209140	gene:SORBI_3004G032300	4	4	4000	342	shared_gene_pairs
gene:Zm00001eb209150	gene:SORBI_3004G032500	4	4	4001	344	shared_gene_pairs
gene:Zm00001eb209160	gene:SORBI_3004G032800	4	4	4002	346	shared_gene_pairs
gene:Zm00001eb209170	gene:SORBI_3004G032900	4	4	4003	347	shared_gene_pairs
gene:Zm00001eb209190	gene:SORBI_3004G033000	4	4	4005	348	shared_gene_pairs
gene:Zm00001eb209200	gene:SORBI_3004G033100	4	4	4006	349	shared_gene_pairs
gene:Zm00001eb209210	gene:SORBI_3004G036700	4	4	4007	386	quota_align
gene:Zm00001eb209220	gene:SORBI_3004G036300	4	4	4008	382	quota_align
gene:Zm00001eb209230	gene:SORBI_3004G034900	4	4	4009	368	shared_gene_pairs
gene:Zm00001eb209240	gene:SORBI_3004G034400	4	4	4010	363	quota_align
gene:Zm00001eb209250	gene:SORBI_3004G017400	4	4	4011	178	shared_gene_pairs
gene:Zm00001eb209260	gene:SORBI_3004G017300	4	4	4012	177	shared_gene_pairs
gene:Zm00001eb209270	gene:SORBI_3004G012400	4	4	4013	124	quota_align
gene:Zm00001eb209280	gene:SORBI_3004G016300	4	4	4014	167	shared_gene_pairs
gene:Zm00001eb209300	gene:SORBI_3004G015900	4	4	4016	162	shared_gene_pairs
gene:Zm00001eb209310	gene:SORBI_3004G015800	4	4	4017	161	shared_gene_pairs
gene:Zm00001eb209330	gene:SORBI_3004G015500	4	4	4018	157	shared_gene_pairs
gene:Zm00001eb209350	gene:SORBI_3004G014000	4	4	4020	140	shared_gene_pairs
gene:Zm00001eb209360	gene:SORBI_3004G013400	4	4	4021	134	shared_gene_pairs
gene:Zm00001eb209370	gene:SORBI_3004G013300	4	4	4022	133	quota_Anchor
gene:Zm00001eb209370	gene:SORBI_3004G013200	4	4	4022	132	quota_align
gene:Zm00001eb209380	gene:SORBI_3004G013100	4	4	4023	131	shared_gene_pairs
gene:Zm00001eb209390	gene:SORBI_3004G013000	4	4	4024	130	shared_gene_pairs
gene:Zm00001eb209440	gene:SORBI_3004G012800	4	4	4029	128	shared_gene_pairs
gene:Zm00001eb209450	gene:SORBI_3004G012700	4	4	4030	127	shared_gene_pairs
gene:Zm00001eb209470	gene:SORBI_3004G012400	4	4	4032	124	shared_gene_pairs
gene:Zm00001eb209480	gene:SORBI_3004G012100	4	4	4033	120	shared_gene_pairs
gene:Zm00001eb209490	gene:SORBI_3004G012000	4	4	4034	119	shared_gene_pairs
gene:Zm00001eb209500	gene:SORBI_3004G011900	4	4	4035	118	shared_gene_pairs
gene:Zm00001eb209530	gene:SORBI_3004G011800	4	4	4037	117	shared_gene_pairs
gene:Zm00001eb209550	gene:SORBI_3004G011700	4	4	4038	116	shared_gene_pairs
gene:Zm00001eb209570	gene:SORBI_3004G011566	4	4	4039	115	shared_gene_pairs
gene:Zm00001eb209610	gene:SORBI_3004G011000	4	4	4043	110	shared_gene_pairs
gene:Zm00001eb209640	gene:SORBI_3004G010200	4	4	4046	103	shared_gene_pairs
gene:Zm00001eb209660	gene:SORBI_3004G009900	4	4	4048	98	shared_gene_pairs
gene:Zm00001eb209670	gene:SORBI_3004G009400	4	4	4049	93	quota_Anchor
gene:Zm00001eb209690	gene:SORBI_3004G009400	4	4	4050	93	quota_align
gene:Zm00001eb209740	gene:SORBI_3004G007600	4	4	4055	74	shared_gene_pairs
gene:Zm00001eb209760	gene:SORBI_3004G007500	4	4	4057	72	shared_gene_pairs
gene:Zm00001eb209770	gene:SORBI_3004G006700	4	4	4058	61	shared_gene_pairs
gene:Zm00001eb209780	gene:SORBI_3004G006600	4	4	4059	60	shared_gene_pairs
gene:Zm00001eb209790	gene:SORBI_3004G005300	4	4	4060	50	shared_gene_pairs
gene:Zm00001eb209800	gene:SORBI_3004G005100	4	4	4061	48	shared_gene_pairs
gene:Zm00001eb209830	gene:SORBI_3004G004800	4	4	4064	45	quota_Anchor
gene:Zm00001eb209850	gene:SORBI_3004G004300	4	4	4065	40	shared_gene_pairs
gene:Zm00001eb209860	gene:SORBI_3004G004100	4	4	4066	38	shared_gene_pairs
gene:Zm00001eb209870	gene:SORBI_3004G003900	4	4	4067	37	shared_gene_pairs
gene:Zm00001eb209880	gene:SORBI_3004G003700	4	4	4068	36	shared_gene_pairs
gene:Zm00001eb209890	gene:SORBI_3004G003100	4	4	4069	31	shared_gene_pairs
gene:Zm00001eb209910	gene:SORBI_3004G003000	4	4	4071	30	shared_gene_pairs
gene:Zm00001eb209920	gene:SORBI_3004G002901	4	4	4072	29	shared_gene_pairs
gene:Zm00001eb209930	gene:SORBI_3004G002800	4	4	4073	28	shared_gene_pairs
